gene	length
Lcn9	2385
Lcor	10143
Lcorl	160357
Lcorl	127209
Lcorl	126221
Lcp1	94418
Lcp1	99720
Lcp2	45080
Lct	43563
Lctl	20972
Ldah	68098
Ldah	77633
Ldah	77653
Ldb1	12611
Ldb1	7021
Ldb2	327614
Ldb2	327614
Ldb2	327614
Ldb2	327614
Ldb3	61983
Ldb3	27428
Ldb3	61909
Ldb3	61983
Ldb3	61983
Ldb3	61983
Ldb3	27428
Ldha	9824
Ldha	8546
Ldha	9824
Ldhal6b	1445
Ldhb	17709
Ldhb	17709
Ldhb	17709
Ldhc	16880
Ldhd	4052
Ldlr	26343
Ldlr	26343
Ldlr	26343
Ldlrad1	8735
Ldlrad2	4305
Ldlrad3	236260
Ldlrad3	236260
Ldlrad4	322293
Ldlrap1	22593
Ldoc1	1335
Ldoc1l	4426
Leap2	956
Lect2	6079
Lef1	114061
Lef1	111567
Lef1	114061
Lefty1	3380
Lefty2	6000
Lekr1	164935
Lekr1	19954
Lelp1	7761
Lemd1	65947
Lemd1	31069
Lemd1	31069
Lemd1	31069
Lemd1	65947
Lemd2	14839
Lemd3	55920
Lenep	755
Leng1	5734
Leng8	11118
Leng9	1690
Leo1	24909
Lep	13656
Lepr	97948
Lepr	96261
Lepr	74852
Leprot	11576
Leprotl1	11168
Letm1	41353
Letm2	18998
Letmd1	10219
Lexm	26330
Lfng	8205
Lgals1	3741
Lgals12	10516
Lgals2	4670
Lgals3	12308
Lgals3	12308
Lgals3bp	9180
Lgals4	7910
Lgals6	7531
Lgals7	1899
Lgals8	22324
Lgals8	22337
Lgals8	22337
Lgals8	22324
Lgals8	19915
Lgals9	21946
Lgals9	21946
Lgalsl	7754
Lgi1	44158
Lgi2	32790
Lgi2	32790
Lgi3	7504
Lgi4	11001
Lgmn	45732
Lgr4	96611
Lgr5	137467
Lgr6	118924
Lgsn	28291
Lhb	909
Lhcgr	50428
Lhfp	220133
Lhfpl1	58536
Lhfpl2	137614
Lhfpl3	529405
Lhfpl3	529405
Lhfpl4	27298
Lhfpl5	7875
Lhpp	95777
Lhx1	6156
Lhx1os	10172
Lhx2	18430
Lhx2	30457
Lhx3	6364
Lhx3	8038
Lhx4	40334
Lhx5	9572
Lhx6	23456
Lhx6	22108
Lhx6	23456
Lhx6	22108
Lhx8	24267
Lhx9	22394
Lhx9	11501
Lhx9	17259
Lias	18927
Lias	18927
Lif	5719
Lif	14947
Lifr	55772
Lifr	56948
Lig1	32602
Lig1	32163
Lig1	34115
Lig3	23166
Lig3	23166
Lig3	23166
Lig3	23166
Lig4	6304
Lilr4b	5718
Lilr4b	5718
Lilr4b	5718
Lilra5	5710
Lilra6	7222
Lilra6	7222
Lilrb4a	5714
Lilrb4a	5714
Lim2	5891
Lima1	41682
Lima1	96989
Limch1	88744
Limch1	311320
Limd1	42852
Limd2	3887
Lime1	2394
Limk1	32552
Limk1	22210
Limk1	22210
Limk2	65942
Limk2	12845
Limk2	28096
Lims1	101226
Lims1	53238
Lims1	30319
Lims1	30319
Lims2	27113
Lin28a	15487
Lin28b	93583
Lin37	4206
Lin37	4206
Lin52	80026
Lin54	58605
Lin54	56539
Lin54	58604
Lin7a	153313
Lin7a	152750
Lin7a	153313
Lin7b	2674
Lin7c	10059
Lin9	49538
Lin9	49538
Lincmd1	13077
Lincred1	13018
Lingo1	66779
Lingo1	17185
Lingo2	1012316
Lingo2	1245097
Lingo2	138557
Lingo2	138557
Lingo3	11239
Lingo4	5283
Lins1	27368
Lins1	27368
Lins1	27368
Lipa	35159
Lipa	35159
Lipc	136681
Lipc	154094
Lipc	154094
Lipe	16461
Lipe	10586
Lipf	15566
Lipg	21942
Liph	41725
Liph	41725
Liph	41725
Liph	41725
Lipi	45548
Lipk	39650
Lipk	39650
Lipm	21745
Lipn	17561
Lipo1	11416
Lipo2	42278
Lipo3	35152
Lipo4	18722
Lipt1	4093
Lipt2	1655
Litaf	33849
Lix1	56703
Lix1l	24220
Lkaaear1	1648
Llgl1	14499
Llgl1	14499
Llgl1	14499
Llgl2	31723
Llgl2	31723
Llph	5011
Lman1	21897
Lman1	18949
Lman1l	13742
Lman2	18951
Lman2l	22086
Lman2l	22086
Lmbr1	148589
Lmbr1l	14178
Lmbrd1	87758
Lmbrd1	87382
Lmbrd2	56881
Lmcd1	56666
Lmf1	83653
Lmf1	83653
Lmf2	4656
Lmln	63139
Lmna	10108
Lmna	22205
Lmna	20148
Lmnb1	45612
Lmnb2	16883
Lmnb2	5050
Lmntd1	37691
Lmntd2	4038
Lmntd2	4038
Lmo1	31948
Lmo1	36643
Lmo1	31955
Lmo2	23884
Lmo2	11592
Lmo2	12322
Lmo2	11592
Lmo3	217488
Lmo4	16726
Lmo4	13867
Lmo4	13803
Lmo7	204766
Lmo7	94071
Lmod1	43253
Lmod2	7644
Lmod3	14253
Lmtk2	87769
Lmtk3	20196
Lmtk3	18763
Lmtk3	20196
Lmx1a	159176
Lmx1b	75976
Lncbate1	31426
Lncenc1	62695
Lncenc1	14964
Lncenc1	14964
Lncpint	124912
Lncpint	52952
Lncpint	52952
Lncppara	3752
Lnp1	13840
Lnpep	96767
Lnpk	64112
Lnpk	64112
Lnx1	85426
Lnx1	85426
Lnx1	80769
Lnx1	80769
Lnx1	105800
Lnx2	59918
LOC100038947	53341
LOC100041034	20579
LOC100043315	51697
LOC100125594	51800
LOC100504039	4799
LOC100505025	4814
LOC100861615	27504
LOC100861978	5402
LOC100861978	2097
LOC100861978	755
LOC100861978	5402
LOC100861978	2097
LOC100861978	755
LOC100861978	5402
LOC100861978	2097
LOC100861978	755
LOC100861978	755
LOC100861978	2097
LOC100862268	6986
LOC100862268	6986
LOC101055749	622
LOC101055864	6050
LOC101055864	6049
LOC101056073	27493
LOC102631757	10301
LOC102631757	10301
LOC102634401	1059
LOC102634812	1833
LOC102638913	5088
LOC102640359	408
LOC102640359	2181
LOC105242399	5151
LOC105243090	1265
LOC105245869	24968
LOC105245869	2528
LOC105246056	7300
LOC105246506	7331
LOC106557447	32189
LOC106557447	32189
LOC106740	1088
LOC108167416	10144
LOC109729085	11534
LOC110008574	1813
LOC215458	38655
LOC432842	3827
LOC664787	12613
LOC666331	5257
Lockd	22627
Lockd	22627
Lonp1	12606
Lonp2	92596
Lonp2	65070
Lonrf1	33453
Lonrf2	26707
Lonrf3	38448
Lor	2872
Lox	13808
Lox	13662
Lox	13764
Loxhd1	160300
Loxl1	25490
Loxl2	86359
Loxl3	18341
Loxl4	20528
Loxl4	20528
Lpar1	64152
Lpar1	118240
Lpar1	118042
Lpar2	8538
Lpar3	65254
Lpar4	13275
Lpar5	14553
Lpar5	11196
Lpar6	2468
Lpcat1	47156
Lpcat2	63930
Lpcat2b	3491
Lpcat3	41613
Lpcat4	7271
Lpgat1	65863
Lpgat1	66234
Lpin1	54102
Lpin1	54102
Lpin1	54102
Lpin2	65841
Lpin2	45165
Lpin3	17833
Lpin3	25331
Lpl	26378
Lpo	19687
Lpp	599229
Lpp	544488
Lpp	270724
Lppos	1100
Lpxn	35200
Lrat	11393
Lrba	552282
Lrba	558005
Lrba	522021
Lrch1	193205
Lrch1	193205
Lrch2	82388
Lrch3	101930
Lrch3	101930
Lrch3	101930
Lrch3	101930
Lrch4	11977
Lrch4	11977
Lrcol1	11365
Lrcol1	11365
Lrfn1	15311
Lrfn1	10148
Lrfn2	165009
Lrfn3	7259
Lrfn4	3884
Lrfn5	322092
Lrfn5	334765
Lrg1	2269
Lrguk	104587
Lrif1	51590
Lrif1	14895
Lrif1	14895
Lrif1	14895
Lrig1	95617
Lrig2	57936
Lrig2	57936
Lrig3	49141
Lrit1	10109
Lrit2	5687
Lrit3	15740
Lrmda	1036377
Lrmp	59293
Lrmp	53190
Lrmp	59293
Lrp1	82991
Lrp10	6145
Lrp11	35678
Lrp12	73155
Lrp12	73393
Lrp1b	2056826
Lrp2	161733
Lrp2bp	18875
Lrp3	14468
Lrp4	56371
Lrp4	21757
Lrp5	101740
Lrp6	120436
Lrp8	74582
Lrp8	74582
Lrpap1	14192
Lrpprc	85540
Lrr1	10197
Lrrc1	113237
Lrrc1	114030
Lrrc10	1428
Lrrc10b	2077
Lrrc14	4352
Lrrc14b	4419
Lrrc15	13953
Lrrc17	32376
Lrrc18	23911
Lrrc18	18017
Lrrc19	13485
Lrrc2	32520
Lrrc20	106396
Lrrc23	9859
Lrrc24	6898
Lrrc25	4007
Lrrc26	1283
Lrrc27	29986
Lrrc27	15738
Lrrc28	131827
Lrrc28	131827
Lrrc28	131827
Lrrc28	50838
Lrrc29	13937
Lrrc3	4961
Lrrc30	1759
Lrrc31	21290
Lrrc32	7609
Lrrc34	23552
Lrrc36	50465
Lrrc36	36447
Lrrc36	36447
Lrrc38	21279
Lrrc39	20162
Lrrc39	10140
Lrrc3b	81472
Lrrc3c	1296
Lrrc4	3622
Lrrc40	30409
Lrrc40	30409
Lrrc40	30409
Lrrc41	21841
Lrrc42	20020
Lrrc43	18881
Lrrc43	18881
Lrrc43	18881
Lrrc45	7175
Lrrc46	6768
Lrrc47	9710
Lrrc49	100300
Lrrc49	100900
Lrrc49	100900
Lrrc49	100311
Lrrc4b	20858
Lrrc4c	164008
Lrrc4c	164008
Lrrc4c	1313496
Lrrc4c	1313496
Lrrc51	7786
Lrrc51	20869
Lrrc51	20869
Lrrc52	21106
Lrrc55	8629
Lrrc56	14913
Lrrc56	15926
Lrrc56	15926
Lrrc57	5121
Lrrc57	5271
Lrrc57	5271
Lrrc57	5078
Lrrc57	5271
Lrrc58	20458
Lrrc59	15393
Lrrc6	121053
Lrrc61	15924
Lrrc61	15924
Lrrc63	46581
Lrrc66	25780
Lrrc69	130299
Lrrc7	479327
Lrrc7	479327
Lrrc7	479327
Lrrc71	11701
Lrrc72	43836
Lrrc72	9858
Lrrc73	3152
Lrrc74a	29427
Lrrc74b	16783
Lrrc74b	16783
Lrrc75a	43640
Lrrc75b	10206
Lrrc8a	26022
Lrrc8b	70415
Lrrc8c	89484
Lrrc8d	114400
Lrrc8d	115247
Lrrc8e	10644
Lrrc9	55374
Lrrc9	68700
Lrrc9	31962
Lrrcc1	38871
Lrrcc1	34516
Lrrcc1	34516
Lrrd1	21424
Lrrfip1	75501
Lrrfip1	63879
Lrrfip1	130218
Lrrfip1	75501
Lrrfip2	107558
Lrrfip2	107558
Lrriq1	173125
Lrriq1	21924
Lrriq3	100845
Lrriq4	27925
Lrriq4	24546
Lrrk1	129595
Lrrk2	142901
Lrrn1	40503
Lrrn2	59651
Lrrn3	34390
Lrrn3	34390
Lrrn3	34390
Lrrn4	12347
Lrrn4cl	3125
Lrrtm1	2801
Lrrtm2	6019
Lrrtm3	161759
Lrrtm4	791267
Lrrtm4	790501
Lrrtm4	5290
Lrrtm4	6056
Lrsam1	36041
Lrtm1	15435
Lrtm2	15634
Lrtm2	14072
Lrwd1	13009
Lsamp	612872
Lsamp	648854
Lsg1	26221
Lsm1	18385
Lsm10	1932
Lsm10	1932
Lsm11	16667
Lsm12	21768
Lsm14a	44821
Lsm14b	10475
Lsm2	4038
Lsm2	4040
Lsm2	3764
Lsm2	3762
Lsm3	6586
Lsm4	5522
Lsm5	3637
Lsm6	16285
Lsm6	16285
Lsm7	2385
Lsm8	5418
Lsmem1	22930
Lsp1	34057
Lsp1	23026
Lsp1	34057
Lsp1	34057
Lsp1	23026
Lsp1	17856
Lsr	15700
Lsr	15700
Lsr	15700
Lss	25535
Lst1	3346
Lta	2187
Lta4h	31501
Lta4h	31501
Ltb	1799
Ltb4r1	2531
Ltb4r2	1802
Ltbp1	213732
Ltbp1	386984
Ltbp1	213732
Ltbp1	213732
Ltbp1	213732
Ltbp1	213732
Ltbp1	213732
Ltbp2	93284
Ltbp3	17629
Ltbp4	32472
Ltbp4	28508
Ltbp4	22104
Ltbr	7300
Ltc4s	2072
Ltc4s	2072
Ltc4s	2072
Ltc4s	2072
Ltf	23475
Ltk	7200
Ltk	9106
Ltk	9106
Ltk	7200
Ltn1	55956
Ltv1	14500
Luc7l	27821
Luc7l	27821
Luc7l	32597
Luc7l	27821
Luc7l2	55879
Luc7l2	55879
Luc7l2	58137
Luc7l2	58137
Luc7l2	58137
Luc7l2	58137
Luc7l2	53748
Luc7l3	30773
Lum	7203
Lurap1	7889
Lurap1l	43616
Luzp1	79558
Luzp2	433644
Luzp4	41564
Lvrn	55408
Lxn	5909
Ly6a	3155
Ly6a	3155
Ly6a	3155
Ly6a	3155
Ly6a	3155
Ly6a	3155
Ly6c1	3823
Ly6c1	3823
Ly6c1	3191
Ly6c1	3365
Ly6c1	4820
Ly6c2	3789
Ly6d	1512
Ly6e	4800
Ly6e	4835
Ly6e	4835
Ly6e	4855
Ly6e	4855
Ly6e	4855
Ly6f	3814
Ly6g	3868
Ly6g5b	1455
Ly6g5c	3654
Ly6g6c	2724
Ly6g6d	3117
Ly6g6e	1863
Ly6g6f	5058
Ly6h	1904
Ly6h	2112
Ly6h	2438
Ly6i	3619
Ly6k	3095
Ly6l	2362
Ly75	89472
Ly86	73692
Ly9	18722
Ly9	18798
Ly9	18798
Ly96	21150
Ly96	21150
Lyar	13825
Lyg1	11022
Lyg2	10571
Lyl1	3260
Lyn	113492
Lyn	113492
Lynx1	5124
Lypd1	44593
Lypd1	45307
Lypd1	43766
Lypd2	2062
Lypd3	4549
Lypd4	5072
Lypd5	4610
Lypd6	127141
Lypd6	127141
Lypd6b	161161
Lypd8	11510
Lypd8	11510
Lypd8	9896
Lypla1	38843
Lypla2	4370
Lyplal1	29579
Lyrm1	20896
Lyrm1	20896
Lyrm1	20896
Lyrm1	16646
Lyrm1	20465
Lyrm2	1996
Lyrm4	138561
Lyrm7	21303
Lyrm7os	5049
Lyrm9	17305
Lysmd1	5438
Lysmd2	12042
Lysmd3	14085
Lysmd4	5853
Lysmd4	5925
Lyst	187032
Lyve1	12347
Lyz1	5074
Lyz2	4732
Lyzl1	16405
Lyzl4	63724
Lyzl4os	27236
Lyzl6	7800
Lzic	11335
Lztfl1	19965
Lztr1	17651
Lztr1	17651
Lztr1	17122
Lzts1	5451
Lzts2	8970
Lzts2	11895
Lzts2	11929
Lzts3	10080
Lzts3	10080
Lzts3	10080
M1ap	83388
M6pr	8961
Maats1	44107
Mab21l1	2778
Mab21l2	2703
Mab21l3	23148
Macc1	23523
Macf1	334728
Macf1	334728
Macrod1	141295
Macrod2	1994621
Macrod2	27520
Mad1l1	312864
Mad2l1	5524
Mad2l1bp	6167
Mad2l2	5215
Mad2l2	14785
Madcam1	3963
Madd	45688
Madd	45688
Madd	41962
Maea	37723
Mael	37360
Maf	3642
Maf1	3085
Maf1	3085
Maf1	3085
Mafa	1080
Mafb	3389
Maff	12456
Maff	11557
Maff	10675
Maff	11016
Mafg	5197
Mafk	11117
Mag	15742
Mag	15742
Mag	15742
Mag	15742
Mag	15742
Mag	15742
Mag	15141
Magea1	1272
Magea10	4989
Magea2	6092
Magea3	1107
Magea4	948
Magea5	8493
Magea6	2104
Magea8	10076
Mageb1	1143
Mageb1	1143
Mageb16	48205
Mageb16	12352
Mageb16-ps1	3482
Mageb18	480694
Mageb2	993
Mageb2	993
Mageb3	2322
Mageb4	5964
Mageb5	3369
Maged1	6601
Maged2	7283
Maged2	7919
Magee1	3584
Magee2	2316
Magef1	1457
Mageh1	1398
Magel2	4662
Magi1	608465
Magi1	231486
Magi1	602440
Magi1	608465
Magi1	232213
Magi1	608465
Magi1	232213
Magi1	238238
Magi1	608465
Magi2	797275
Magi2	797274
Magi2	1477746
Magi3	207142
Magi3	207142
Magix	8086
Magix	7924
Magoh	7670
Magohb	8856
Magohb	8856
Magt1	43815
Magt1	43815
Maip1	9411
Majin	39810
Mak	54587
Mak	45346
Mak	54587
Mak16	9257
Mal	23470
Mal	23470
Mal2	31481
Malat1	6983
Mall	25508
Malrd1	729079
Malsu1	10923
Malt1	47796
Mamdc2	145714
Mamdc4	8202
Maml1	36702
Maml2	89545
Maml2	47074
Maml3	417394
Mamld1	104462
Mamld1	104462
Mamstr	5792
Man1a	169764
Man1a2	123269
Man1b1	19471
Man1c1	142601
Man2a1	153462
Man2a2	22279
Man2b1	15471
Man2b2	23837
Man2c1	11434
Man2c1os	1309
Manba	85793
Manbal	29170
Manea	22147
Maneal	6933
Manf	4524
Mannr	33175
Mansc1	23282
Mansc4	11971
Maoa	68115
Maob	108086
Map10	3548
Map1a	15379
Map1a	21231
Map1b	95139
Map1lc3a	1710
Map1lc3a	1710
Map1lc3b	7580
Map1s	11556
Map2	267255
Map2	120860
Map2	267255
Map2k1	67813
Map2k2	18783
Map2k2	18783
Map2k3	20747
Map2k3os	10927
Map2k4	100116
Map2k4	100116
Map2k4	100116
Map2k4	100116
Map2k5	214083
Map2k6	114516
Map2k7	9158
Map2k7	7793
Map2k7	7793
Map2k7	9158
Map2k7	9158
Map2k7	9158
Map3k1	62549
Map3k10	18207
Map3k11	13734
Map3k12	19358
Map3k12	19358
Map3k13	39909
Map3k14	47638
Map3k15	134919
Map3k19	25020
Map3k2	73663
Map3k20	121801
Map3k20	156974
Map3k20	104139
Map3k21	36990
Map3k3	70533
Map3k4	91040
Map3k5	208225
Map3k6	12111
Map3k7	59360
Map3k7	59360
Map3k7cl	42007
Map3k8	21627
Map3k9	52759
Map3k9	66221
Map4	152181
Map4	74011
Map4	152181
Map4	152181
Map4	31934
Map4	31934
Map4k1	20425
Map4k2	14460
Map4k2	14460
Map4k2	14460
Map4k3	147513
Map4k4	125398
Map4k4	125398
Map4k4	125398
Map4k4	125398
Map4k5	89407
Map6	69691
Map6	52906
Map6	68792
Map6d1	8050
Map7	132671
Map7	132671
Map7d1	24152
Map7d1	24152
Map7d1	24152
Map7d2	27499
Map7d2	84186
Map7d2	39633
Map7d2	84186
Map7d3	24373
Map9	37197
Mapk1	64072
Mapk1	55659
Mapk10	302786
Mapk10	302786
Mapk10	302786
Mapk10	302786
Mapk10	149844
Mapk10	149844
Mapk10	149844
Mapk11	7123
Mapk12	10120
Mapk13	9388
Mapk14	57064
Mapk14	55838
Mapk14	57064
Mapk14	57064
Mapk15	5385
Mapk1ip1	10450
Mapk1ip1	10450
Mapk1ip1l	24778
Mapk3	6191
Mapk4	136464
Mapk6	22578
Mapk6	23235
Mapk7	5455
Mapk7	5455
Mapk7	5455
Mapk7	5455
Mapk7	5455
Mapk7	5455
Mapk8	69260
Mapk8	69260
Mapk8	69260
Mapk8	33126
Mapk8ip1	17588
Mapk8ip1	9008
Mapk8ip1	9008
Mapk8ip2	8537
Mapk8ip3	39472
Mapk8ip3	39472
Mapk8ip3	39472
Mapk8ip3	39472
Mapk8ip3	39472
Mapk8ip3	39472
Mapk8ip3	39472
Mapk9	39671
Mapk9	39671
Mapk9	39671
Mapk9	39671
Mapkap1	218188
Mapkap1	218108
Mapkap1	218108
Mapkapk2	44143
Mapkapk3	34951
Mapkapk3	34470
Mapkapk5	20842
Mapkbp1	54705
Mapre1	32028
Mapre2	141529
Mapre2	89892
Mapre2	140137
Mapre3	51466
Mapre3	4300
Mapt	100654
Mapt	100654
Mapt	100654
Mapt	100654
Mapt	100654
Marcks	5684
Marcksl1	2401
Marcksl1-ps4	1043
Marco	30547
Marf1	50109
Mark1	103126
Mark2	66465
Mark2	66465
Mark2	66465
Mark2	20052
Mark3	81718
Mark3	81718
Mark4	32420
Mars	15566
Mars	15566
Mars2	2882
Marveld1	4315
Marveld2	20988
Marveld2	21015
Marveld3	9297
Marveld3	14297
Mas1	29303
Mascrna	58
Masp1	68806
Masp2	1870
Masp2	12937
Mast1	25501
Mast2	157422
Mast2	157422
Mast3	14317
Mast4	602004
Mastl	39481
Mat1a	19396
Mat2a	6760
Mat2b	15890
Mat2b	13369
Matk	10047
Matk	5683
Matk	5683
Matk	5683
Matn1	11092
Matn2	129560
Matn3	24100
Matn4	15426
Matn4	15768
Matr3	29888
Mau2	26612
Mau2	26612
Mavs	13962
Mavs	13962
Mavs	13962
Mavs	13962
Max	24980
Max	24980
Maz	4343
Mb	35182
Mb	7241
Mb	7301
Mb21d1	12720
Mb21d1	12720
Mb21d2	103523
Mbd1	14397
Mbd2	57840
Mbd2	14625
Mbd3	6993
Mbd3	6993
Mbd3l1	6898
Mbd3l2	15702
Mbd4	12645
Mbd5	71170
Mbd5	367562
Mbd6	7063
Mbd6	7063
Mbip	17588
Mbl1	7504
Mbl2	6726
Mblac1	1308
Mblac2	41859
Mbnl1	128572
Mbnl1	156921
Mbnl1	128572
Mbnl1	128572
Mbnl1	128572
Mbnl1	128572
Mbnl1	128572
Mbnl2	156030
Mbnl2	156030
Mbnl3	92497
Mbnl3	92497
Mboat1	110205
Mboat2	128701
Mboat2	128701
Mboat4	10156
Mboat7	15737
Mbp	110515
Mbp	31175
Mbp	31175
Mbp	31175
Mbp	31175
Mbp	31130
Mbp	31175
Mbp	83581
Mbtd1	60766
Mbtd1	60779
Mbtps1	50610
Mbtps1	50610
Mbtps2	50894
Mc1r	3663
Mc2r	20942
Mc2r	22422
Mc2r	22422
Mc2r	22422
Mc3r	2623
Mc4r	2783
Mc5r	2109
Mcam	8069
Mcat	8915
Mcc	387123
Mcc	237207
Mccc1	41373
Mccc1os	8916
Mccc2	67108
Mcee	19349
Mcemp1	3144
Mcf2	123134
Mcf2	91745
Mcf2	91745
Mcf2l	104617
Mcf2l	71092
Mcf2l	71092
Mcfd2	11505
Mcfd2	11505
Mchr1	3466
Mcidas	6527
Mcl1	4458
Mcm10	22068
Mcm10	21621
Mcm2	15307
Mcm3	17200
Mcm3ap	46887
Mcm4	13504
Mcm5	18931
Mcm5	18931
Mcm6	28131
Mcm6	28131
Mcm7	7274
Mcm8	28048
Mcm8	28048
Mcm9	93116
Mcmbp	43971
Mcmdc2	32317
Mcoln1	14713
Mcoln2	45679
Mcoln2	45339
Mcoln3	18856
Mcph1	208016
Mcpt-ps1	2563
Mcpt1	2428
Mcpt2	2512
Mcpt4	2567
Mcpt8	3034
Mcpt9	3632
Mcrip1	6840
Mcrip2	5041
Mcrs1	9145
Mcrs1	9145
Mctp1	646850
Mctp2	228766
Mcts1	12865
Mcts2	795
Mcu	169709
Mcub	55247
Mcub	55247
Mcur1	21786
Mdc1	18173
Mdfi	17964
Mdfi	17964
Mdfi	17964
Mdfi	19364
Mdfic	81509
Mdga1	59925
Mdga2	756491
Mdga2	756491
Mdh1	15243
Mdh1	15243
Mdh1b	31492
Mdh2	11738
Mdk	2493
Mdk	2055
Mdk	1898
Mdk	2493
Mdk	2055
Mdk	1898
Mdm1	27213
Mdm1	27213
Mdm1	27213
Mdm1	27213
Mdm2	21884
Mdm2	21884
Mdm4	39312
Mdm4	44483
Mdm4	39312
Mdm4	39312
Mdm4	39312
Mdm4	39312
Mdn1	118099
Mdp1	2630
Mdp1	2630
Mdrl	2433
Me1	105915
Me1	114552
Me2	45353
Me3	221542
Mea1	1947
Mea1	2006
Mea1	2344
Mea1	2674
Mea1	2141
Mea1	2141
Meaf6	24937
Meaf6	24937
Mecom	272919
Mecom	61909
Mecp2	59099
Mecp2	59099
Mecr	24317
Med1	39246
Med1	39633
Med1	41139
Med10	6213
Med11	1796
Med12	24844
Med12l	311435
Med13	91811
Med13l	204719
Med13l	204719
Med14	86603
Med14	82230
Med15	71693
Med15	71740
Med15	71740
Med15	71740
Med16	14232
Med16	14232
Med17	19517
Med18	5193
Med19	9814
Med20	12823
Med21	8022
Med22	5376
Med22	5376
Med23	43544
Med23	43544
Med24	24845
Med25	13041
Med25	15660
Med25	15660
Med25	13041
Med26	53752
Med27	177981
Med27	131624
Med27	146277
Med27	99920
Med28	9056
Med29	7444
Med30	17987
Med31	3869
Med4	8497
Med6	21395
Med6	21452
Med6	21452
Med6	21452
Med7	5775
Med7	5775
Med7	5761
Med7	5761
Med8	6488
Med8	6488
Med8	6488
Med9	15093
Med9os	1256
Medag	19898
Mef2a	141696
Mef2a	141696
Mef2a	141696
Mef2a	141696
Mef2a	141696
Mef2b	14728
Mef2c	163046
Mef2c	143424
Mef2c	143424
Mef2c	142337
Mef2c	142337
Mef2c	163046
Mef2c	163046
Mef2c	163046
Mef2c	142337
Mef2c	143424
Mef2c	93473
Mef2c	93473
Mef2c	142337
Mef2c	163046
Mef2c	142337
Mef2c	142337
Mef2c	142337
Mef2c	142337
Mef2d	29720
Mef2d	29720
Mef2d	29720
Mefv	10910
Mefv	10910
Mefv	10910
Meg3	27655
Meg3	23253
Meg3	30734
Megf10	164378
Megf11	323580
Megf11	315350
Megf6	105009
Megf8	48754
Megf9	103002
Mei1	56698
Mei1	44336
Mei4	163748
Meig1	13606
Meikin	56139
Meiob	35406
Meioc	16654
Meis1	138542
Meis1	138542
Meis2	203795
Meis2	203356
Meis2	203795
Meis2	203795
Meis2	203356
Meis2	203795
Meis2	203356
Meis2	203356
Meis2	206181
Meis2	203795
Meis2	203356
Meis2	203356
Meis2	203795
Meis2	203356
Meis2	203795
Meis3	11114
Meis3	11114
Meis3	11114
Meis3	11114
Meis3	11114
Melk	63759
Meltf	20210
Memo1	94164
Men1	5882
Men1	5916
Men1	5856
Men1	5856
Meox1	16845
Meox2	70983
Mep1a	28445
Mep1b	27856
Mepce	4796
Mepe	13283
Mertk	104093
Mesd	9533
Mesp1	1350
Mesp2	2705
Mest	10417
Mest	14961
Mest	10414
Met	110024
Metap1	30423
Metap1d	71854
Metap2	32713
Methig1	31236
Metrn	2475
Metrnl	14963
Mettl1	3530
Mettl11b	22240
Mettl13	14674
Mettl14	17696
Mettl15	185991
Mettl16	47830
Mettl17	7027
Mettl18	2300
Mettl2	14722
Mettl21a	10689
Mettl21b	8490
Mettl21c	10599
Mettl21e	14862
Mettl22	19385
Mettl23	6226
Mettl24	127802
Mettl25	78196
Mettl26	1664
Mettl27	10265
Mettl27	10265
Mettl3	10283
Mettl4	22813
Mettl5	14421
Mettl5	14421
Mettl6	16180
Mettl7a1	9532
Mettl7a2	8620
Mettl7a3	5241
Mettl7b	2712
Mettl8	91045
Mettl8	53813
Mettl9	42391
Mex3a	9000
Mex3b	4244
Mex3c	19874
Mex3d	7297
Mfap1a	13976
Mfap1b	12358
Mfap2	5561
Mfap2	5348
Mfap3	15153
Mfap3	15153
Mfap3l	43907
Mfap3l	21175
Mfap3l	21628
Mfap3l	43907
Mfap4	3261
Mfap4	3275
Mfap5	15612
Mfap5	15704
Mff	27500
Mff	27500
Mff	27500
Mff	27500
Mfge8	15293
Mfge8	15293
Mfhas1	91652
Mfn1	49744
Mfn2	31324
Mfn2	31113
Mfn2	31324
Mfn2	31324
Mfn2	31324
Mfng	17563
Mfrp	7418
Mfrp	7418
Mfsd1	21464
Mfsd10	3468
Mfsd11	21623
Mfsd12	6466
Mfsd13a	18375
Mfsd13b	32279
Mfsd14a	31511
Mfsd14b	47953
Mfsd14b	47953
Mfsd2a	14338
Mfsd2b	11922
Mfsd3	2698
Mfsd4a	31280
Mfsd4a	41442
Mfsd4b1	23696
Mfsd4b2	6542
Mfsd4b3	13242
Mfsd4b4	6479
Mfsd4b5	18494
Mfsd4b5	28586
Mfsd4b5	18494
Mfsd5	2289
Mfsd6	67333
Mfsd6	71014
Mfsd6l	2060
Mfsd7a	7838
Mfsd7b	20359
Mfsd7b	1282
Mfsd7b	20359
Mfsd7c	67047
Mfsd8	28683
Mfsd9	18618
Mga	72354
Mga	72354
Mgam	140293
Mgarp	8135
Mgarp	8135
Mgat1	18834
Mgat1	18834
Mgat1	12473
Mgat1	15548
Mgat2	2616
Mgat3	41799
Mgat4a	97065
Mgat4a	101677
Mgat4b	9769
Mgat4c	709982
Mgat4c	232390
Mgat4c	232611
Mgat4c	17032
Mgat4d	30931
Mgat4e	8742
Mgat4e	8742
Mgat5	277987
Mgat5b	68082
Mgea5	33033
Mgl2	7186
Mgll	103657
Mgll	42005
