chrom	start	end	size	num_data	min	max	mean	median	sum	name	norm_sum	percentile
chr15	34674270	34674352	82	82	1.44	5	2.78	2	228	MIR1233-2	2.68235294117647	0.462032710280374
chr15	44085857	44085958	101	101	2	2.68	2.28	2	230	MIR1282	1.04583484903601	0.0420560747663551
chr15	31357235	31357345	110	110	8	10.24	9.21	9	1013	MIR211	5.52344601962923	0.747663551401869
chr15	90549987	90550074	87	87	2	5	3.37	3.72	293	MIR3174	1.99319727891156	0.142523364485981
chr15	93447629	93447706	77	77	1	1.08	1.01	1	77.48	MIR3175	0.513112582781457	0.0245327102803738
chr15	89155078	89155156	78	78	4.16	5	4.59	4.44	357.64	MIR3529	3.91119860017498	0.603971962616822
chr15	35664457	35664566	109	109	4.2	8.56	6.56	7	714.56	MIR3942	1.54666666666667	0.0677570093457944
chr15	69094189	69094265	76	76	5	7.56	6.51	7.2	494.4	MIR4312	4.32167832167832	0.644859813084112
chr15	23807209	23807279	70	70	1.44	2	1.76	1.88	123	MIR4508	0.6299938537185	0.0268691588785047
chr15	36219057	36219125	68	25	0.72	0.72	0.72	0.72	18	MIR4510	0.264705882352941	0.0163551401869159
chr15	66789296	66789373	77	77	2	2.36	2.12	2	163	MIR4512	2.11688311688312	0.203271028037383
chr15	75081013	75081099	86	86	3.2	4	3.58	3.36	308	MIR4513	1.7906976744186	0.101635514018692
chr15	81289758	81289815	57	57	1.12	2	1.74	2	99.04	MIR4514	0.844762879563289	0.0315420560747664
chr15	51534387	51534462	75	75	4.32	6	5.56	5.76	417.16	MIR4713	1.44847222222222	0.0595794392523364
chr15	90393869	90393954	85	85	1	2.96	1.42	1.12	120.84	MIR5094	0.598099386260147	0.0257009345794393
chr15	69116303	69489863	373560	363810	0.04	32.4	6.72	6	2444912.08	MIR548H4	7.87086323778717	0.880841121495327
chr15	81134319	81134415	96	96	5.72	7.56	6.74	7.28	647.16	MIR549A	6.21552055320784	0.797897196261682
chr15	80873444	80873581	137	137	5	6.68	5.72	5.68	783.6	MIR5572	3.19263363754889	0.544392523364486
chr15	62635228	62635338	110	85	0.16	1	0.51	0.16	43	MIR6085	0.143947509373326	0.0116822429906542
chr15	41983783	41983877	94	94	4	5	4.84	5	454.8	MIR626	1.51176705225369	0.066588785046729
chr15	55665138	55665233	95	95	4	5	4.42	4.32	420	MIR628	1.49892933618844	0.0642523364485981
chr15	70371711	70371808	97	97	2	3.12	2.61	2.36	253	MIR629	2.85553047404063	0.496495327102804
chr15	72879558	72879655	97	17	0.12	0.12	0.12	0.12	2.04	MIR630	0.00934065934065934	0.00817757009345794
chr15	75132983	75133049	66	66	0.44	1	0.74	0.8	48.6	MIR6882	0.300593765462642	0.0198598130841121
chr15	89155056	89155166	110	110	4.16	5	4.56	4.44	501.48	MIR7-2	4.02989392478303	0.614485981308411
chr15	85923827	85923894	67	19	0.32	0.32	0.32	0.32	6.08	MIR7706	0.0907462686567164	0.0105140186915888
chr15	51606231	51606307	76	76	6.44	7.8	6.95	6.8	528.48	MIR7973-1	4.84844036697248	0.68107476635514
chr15	51606229	51606305	76	76	6.44	7.8	6.95	6.8	527.92	MIR7973-2	4.75603603603604	0.675233644859813
chr15	89911248	89911338	90	90	6.12	7.76	7.23	7.2	650.6	MIR9-3	4.74890510948905	0.674065420560748
chr15	89904810	89941719	36909	36909	0.84	31.32	11.27	10.6	415866.4	MIR9-3HG	12.3618476435981	0.975467289719626
chr15	23810454	23813167	2713	2463	0.28	10	2.55	2	6274.24	MKRN3	2.58945109368551	0.442757009345794
chr15	56720929	56757336	36407	31307	0.04	9.8	2.54	2	79560.48	MNS1	2.61972009072158	0.450934579439252
chr15	79165123	79190082	24959	22157	0.04	10.92	2.72	2.4	60346.52	MORF4L1	2.49268961642998	0.410046728971963
chr15	75182352	75191799	9447	8174	0.04	8.52	2.69	2.56	22016	MPI	2.27232380614238	0.300233644859813
chr15	40824083	40824750	667	667	1	5.24	2.92	3	1948.96	MRPL42P5	3.23747508305648	0.550233644859813
chr15	89002709	89010634	7925	7300	0.08	7.92	2.66	2.06	19434.52	MRPL46	2.42144530276601	0.385514018691589
chr15	89010684	89023999	13315	11690	0.04	8.8	2.8	2.52	32778.76	MRPS11	2.23997780438336	0.280373831775701
chr15	65293850	65321978	28128	23700	0.04	9.64	2.21	2	52260	MTFMT	1.87627903636951	0.116822429906542
chr15	80135889	80189628	53739	49239	0.04	12.36	2.83	2.6	139479.52	MTHFS	2.34897051146028	0.341121495327103
chr15	31231144	31283808	52664	46964	0.04	11	2.73	2.16	127999.36	MTMR10	2.11153862650324	0.197429906542056
chr15	48431625	48470559	38934	35225	0.04	9.88	2.55	2	89910	MYEF2	2.27113818098781	0.299065420560748
chr15	59428168	59665072	236904	214379	0.04	122.56	2.88	2.36	617306.52	MYO1E	2.27732484262535	0.304906542056075
chr15	52599480	52821248	221768	193093	0.04	13.84	2.63	2.12	508284	MYO5A	2.21280323062898	0.259345794392523
chr15	52484515	52587996	103481	96781	0.04	26.52	4.48	4	434017	MYO5C	3.84819381369442	0.600467289719626
chr15	72118361	72410441	292080	253630	0.04	13	2.55	2	647129	MYO9A	2.34305731561606	0.338785046728972
chr15	57884102	57977563	93461	92186	0.08	21.4	7.61	7.16	701182.16	MYZAP	8.75328830909431	0.917056074766355
chr15	20874797	20961481	86684	43834	0.04	15.88	3.8	3	166753.08	NBEAP1	6.04944966442953	0.788551401869159
chr15	23930554	23932451	1897	1621	0.16	8.64	2.22	1.4	3592	NDN	2.42702702702703	0.38785046728972
chr15	41679547	41694659	15112	9578	0.16	7.12	2.18	2	20875.92	NDUFAF1	1.83369171093684	0.108644859813084
chr15	49448495	49450823	2328	2203	0.12	7	2.65	2.64	5846	NDUFAF4P1	1.94025887819449	0.123831775700935
chr15	56119117	56285945	166828	144925	0.04	12.44	2.44	2	353350	NEDD4	2.36378231929625	0.345794392523364
chr15	75639331	75647593	8262	7119	0.12	28.88	6.08	3.84	43315.72	NEIL1	5.85347567567568	0.773364485981308
chr15	73344825	73597548	252723	242948	0.04	30.44	5.32	5	1292896.32	NEO1	5.83568639133378	0.769859813084112
chr15	22133181	22145803	12622	11197	0.04	11.44	2.85	2.28	31950	NF1P2	5.49539384515889	0.745327102803738
chr15	90808895	90815444	6549	5774	0.24	7	2.83	2.12	16356	NGRN	1.47860203583504	0.0619158878504673
chr15	23043279	23086844	43565	34269	0.04	10.96	2.53	2	86670	NIPA1	2.39990031566705	0.366822429906542
chr15	23004684	23034428	29744	24869	0.04	9.04	2.42	2	60267.6	NIPA2	2.08646702440713	0.191588785046729
chr15	85198360	85201803	3443	3293	0.2	17.04	6.43	5.16	21180.52	NMB	4.87132474701012	0.683411214953271
chr15	34633917	34635363	1446	1283	0.16	12	4.05	3.84	5197	NOP10	3.18584179294787	0.542056074766355
chr15	69222839	69349502	126663	123813	0.04	26.56	6.37	6	789162.72	NOX5	7.67220221660509	0.876168224299065
chr15	24920541	24928594	8053	6053	0.08	6.12	2.2	2	13335	NPAP1	2.48555452003728	0.406542056074766
chr15	73852344	73925754	73410	66275	0.04	9.92	2.73	2.44	180930	NPTN	2.31534090909091	0.328271028037383
chr15	73859279	73861885	2606	2256	0.32	7.76	2.32	2	5244.08	NPTN-IT1	2.30407732864675	0.317757009345794
chr15	72102888	72110598	7710	7035	0.04	7.36	2.76	2.84	19448.96	NR2E3	4.39425214640759	0.647196261682243
chr15	96869157	96883493	14336	14111	0.16	31.6	8.97	7.72	126634	NR2F2	9.62615543663342	0.942757009345794
chr15	96670589	96870348	199759	191334	0.04	33.64	4.01	3.24	768037.28	NR2F2-AS1	4.22391468810434	0.63785046728972
chr15	76234328	76304786	70458	66508	0.08	18.08	4.76	4.2	316570.32	NRG4	5.23808067731457	0.718457943925234
chr15	29560353	29562021	1668	1522	0.08	10	3.16	3	4816.4	NSMCE3	2.94581039755352	0.511682242990654
chr15	88419988	88799963	379975	373025	0.04	26.84	5.67	5.2	2113894.48	NTRK3	6.51451348269592	0.813084112149533
chr15	88795961	88814298	18337	18287	0.08	32.76	9.03	7.88	165082.08	NTRK3-AS1	9.11244129537671	0.928738317757009
chr15	41624892	41673249	48357	35924	0.04	9.88	2.15	2	77225	NUSAP1	2.10269940588021	0.19392523364486
chr15	34635516	34649939	14423	11673	0.04	17	3.03	2	35346.96	NUTM1	2.21242066522289	0.258177570093458
chr15	64979773	64995481	15708	13433	0.08	7.12	2.51	2	33688	OAZ2	1.62630198778825	0.0735981308411215
chr15	28000021	28344459	344438	295009	0.04	29.96	2.65	2	781352.56	OCA2	3.00777032697149	0.521028037383178
chr15	76016319	76020028	3709	3556	0.72	12	4.7	4.48	16711.4	ODF3L1	6.17568366592757	0.793224299065421
chr15	41601466	41624820	23354	17179	0.04	7	1.87	1.76	32176.4	OIP5	1.74237288135593	0.0934579439252336
chr15	41576201	41591796	15595	13370	0.04	8.04	2.42	2	32325.84	OIP5-AS1	2.44503744043567	0.394859813084112
chr15	53049160	53082210	33050	32975	0.32	35.2	10.81	10	356375.6	ONECUT1	10.9268062352061	0.962616822429907
chr15	102382322	102390528	8206	8206	0.48	15.04	6.87	6.52	56344.96	OR4F13P	10.8733751196468	0.961448598130841
chr15	102358390	102359329	939	939	2	10.36	6.98	7.6	6557.6	OR4F15	8.86162162162162	0.920560747663551
chr15	102462345	102463263	918	918	3.76	16.68	8.71	7.96	7993.76	OR4F4	9.76039072039072	0.945093457943925
chr15	102345923	102346862	939	939	2	12.96	7.06	7.92	6633	OR4F6	6.63087811900192	0.815420560747664
chr15	22368478	22369562	1084	1084	1	8.8	4.33	4	4691.32	OR4M2	4.64947472745292	0.66588785046729
chr15	22413462	22414396	934	934	2.6	15.4	7.26	6.12	6781.6	OR4N3P	3.06427125506073	0.52803738317757
chr15	22382382	22383816	1434	1434	0.72	13.72	6.11	6.96	8762.8	OR4N4	5.58140127388535	0.752336448598131
chr15	31775329	31947543	172214	160164	0.04	25.08	4.93	4.24	789230.24	OTUD7A	5.23457339065586	0.717289719626168
chr15	40531292	40569689	38397	37097	0.04	28.76	6.37	5.44	236479.36	PAK6	7.31264873957895	0.844626168224299
chr15	69591294	69699977	108683	106133	0.08	35.16	6.65	6	705370.36	PAQR5	7.59510059893341	0.870327102803738
chr15	65550432	65579182	28750	23000	0.04	9.72	2.17	2	49950	PARP16	1.7643468419781	0.0969626168224299
chr15	72533522	72564917	31395	27345	0.08	11	2.67	2.08	73090.2	PARP6	2.1912816669165	0.246495327102804
chr15	44957930	44969087	11157	10432	0.04	9	3.17	2.84	33078	PATL2	2.52577083428781	0.421728971962617
chr15	69884539	69988092	103553	100028	0.04	34.16	9	8.44	899916.04	PCAT29	9.11519685597658	0.93107476635514
chr15	101844133	102030188	186055	181755	0.04	26.8	6.55	6	1191292.64	PCSK6	7.06076718824087	0.832943925233645
chr15	101874642	101877637	2995	2970	0.28	13.68	4.83	4	14333.44	PCSK6-AS1	3.38932135256562	0.577102803738318
chr15	29034980	29101721	66741	62991	0.04	24.36	5.63	4.96	354342.24	PDCD6IPP2	7.4990717751063	0.866822429906542
chr15	65409717	65426175	16458	14558	0.08	6	2.33	2	33946	PDCD7	2.83514625900338	0.492990654205608
chr15	85523744	85682377	158633	137708	0.04	11.2	2.64	2.12	364152.36	PDE8A	2.27034733002899	0.297897196261682
chr15	44038590	44064805	26215	22140	0.04	12	2.46	2	54421.2	PDIA3	2.0398515686495	0.156542056074766
chr15	77400498	77712447	311949	268474	0.04	15.12	2.76	2.36	741494.24	PEAK1	2.66046988245763	0.457943925233645
chr15	90224762	90234016	9254	8629	0.08	9.72	2.88	2.52	24856.36	PEX11A	3.0551081612586	0.526869158878505
chr15	34394274	34396592	2318	2318	0.6	11.28	4.66	4.16	10806.6	PGBD4	3.37394160401628	0.572429906542056
chr15	99511459	99551025	39566	36041	0.04	14.32	3.25	3	117216	PGPEP1L	3.39333584228353	0.578271028037383
chr15	40643234	40648635	5401	5201	0.04	20.72	8.27	7.8	43027.08	PHGR1	10.2590031663678	0.954439252336449
chr15	68346517	68483803	137286	122053	0.04	13	2.77	2.2	337920.28	PIAS1	2.47508060558563	0.401869158878505
chr15	65107829	65117868	10039	7564	0.04	5.12	2.07	2	15674.96	PIF1	1.57971032019575	0.0700934579439252
chr15	55611133	55647847	36714	29864	0.04	7.52	2.21	2	66070.36	PIGB	2.16723610837762	0.23481308411215
chr15	55609382	55611393	2011	1643	0.08	5.72	2.4	2	3935	PIGBOS1	3.32347972972973	0.564252336448598
chr15	44168024	44170370	2346	2051	0.6	8	3.03	3	6218.08	PIN4P1	4.80041997344286	0.677570093457944
chr15	72491370	72523966	32596	28796	0.04	10.32	2.9	2.56	83537.92	PKM	2.22365749391766	0.26518691588785
chr15	42131011	42140347	9336	7411	0.04	5	1.84	1.92	13636.96	PLA2G4B	1.88768798033266	0.117990654205607
chr15	42359881	42386753	26872	26497	0.24	18.92	6.22	5.88	164881.88	PLA2G4D	8.36115010141988	0.905373831775701
chr15	42273780	42342902	69122	66997	0.04	17.08	4.99	4.44	334593.76	PLA2G4E	4.60904690405675	0.663551401869159
chr15	42264961	42291293	26332	25832	0.08	21.6	5.98	5.28	154549	PLA2G4E-AS1	6.42161465907674	0.808411214953271
chr15	42433332	42448840	15508	15233	0.08	14.08	4.51	4	68690.16	PLA2G4F	5.47113978494624	0.744158878504673
chr15	40580098	40600175	20077	19377	0.12	11	3.61	3.24	69934	PLCB2	3.69164078319753	0.595794392523365
chr15	65134082	65160202	26120	23345	0.04	10.48	2.64	2.24	61515	PLEKHO2	2.03996020560438	0.157710280373832
chr15	90207600	90222649	15049	14374	0.04	28.72	5.96	4.8	85644	PLIN1	6.49605582524272	0.811915887850467
chr15	74287014	74340156	53142	45842	0.04	9.8	2.52	2	115746.92	PML	2.41647884089438	0.379672897196262
chr15	89859536	89878027	18491	16166	0.04	8	2.18	2	35184.96	POLG	2.10839884947268	0.195093457943925
chr15	57998719	58009756	11037	10462	0.04	8.48	3.04	2.48	31767.08	POLR2M	2.93223036138884	0.508177570093458
chr15	22051853	22082804	30951	28801	0.04	9.08	2.62	2.12	75380.24	POTEB	4.15062914483436	0.630257009345794
chr15	22051853	22082804	30951	28801	0.04	9.08	2.62	2.12	75380.24	POTEB2	4.15062914483436	0.630257009345794
chr15	22051853	22083142	31289	29114	0.04	9.08	2.61	2.12	75863.24	POTEB3	4.14213704613705	0.628504672897196
chr15	75315896	75343068	27172	25068	0.04	10.76	2.75	2.32	69040.16	PPCDC	1.6869609751902	0.0852803738317757
chr15	64448014	64455355	7341	6075	0.16	9.8	2.59	2.24	15725	PPIB	2.17948717948718	0.239485981308411
chr15	43825660	43882452	56792	45317	0.04	10	2.34	2	106124.6	PPIP5K1	2.20798518641811	0.255841121495327
chr15	41107643	41120908	13265	11640	0.16	14.4	4.12	3.48	47958.12	PPP1R14D	4.16954616588419	0.633177570093458
chr15	91509268	91537882	28614	24807	0.04	8.92	2.5	2	61946	PRC1	2.24803343344593	0.282710280373832
chr15	91509599	91531855	22256	19356	0.04	8.92	2.63	2.04	50824.76	PRC1-AS1	2.24926138023207	0.283878504672897
chr15	101087957	101099489	11532	6943	0.04	8.32	2.65	2	18396.12	PRKXP1	3.20769311246731	0.545560747663551
chr15	55903739	56035318	131579	126904	0.04	30.92	5.63	4.88	713930.96	PRTG	6.43084640284555	0.809579439252336
chr15	78832747	78841564	8817	8142	0.04	6.16	2.65	2.68	21587.84	PSMA4	2.36890595852079	0.349299065420561
chr15	77287021	77329817	42796	39546	0.04	10	2.87	2.48	113579.24	PSTPIP1	2.48575768186991	0.408878504672897
chr15	75759462	75871633	112171	82363	0.04	11	2.13	2	175501	PTPN9	1.89352106597616	0.119158878504673
chr15	25380789	25383201	2412	2312	0.04	7	2.57	2	5946.48	PWAR1	2.71404837973528	0.469626168224299
chr15	25230007	25233380	3373	3255	0.04	7.28	3.2	3	10423.2	PWAR5	5.04267053701016	0.699766355140187
chr15	25227141	25228938	1797	1772	0.08	6	2.29	2	4059.12	PWARSN	2.86863604240283	0.498831775700935
chr15	24803304	24832927	29623	26223	0.04	7.2	2.32	2	60744	PWRN1	2.54574410125309	0.429906542056075
chr15	24409926	24415054	5128	4078	0.04	7	2.15	2	8766.92	PWRN2	1.84188278400592	0.10981308411215
chr15	24686274	24693115	6841	6166	0.04	7.92	2.46	2	15149.6	PWRN3	2.34657777832851	0.339953271028037
chr15	24220294	24333302	113008	92883	0.04	9	2.22	2	206637.48	PWRN4	2.74477286010308	0.476635514018692
chr15	55831085	55881051	49966	46941	0.04	37.28	6.01	4.84	282199.32	PYGO1	7.48479749622046	0.864485981308411
chr15	66161797	66184330	22533	21228	0.04	10	2.85	2.52	60486.2	RAB11A	2.53069746035731	0.424065420560748
chr15	55495164	55582014	86850	80561	0.04	14.76	3.27	3	263108	RAB27A	2.79681952505474	0.489485981308411
chr15	63481728	63559974	78246	70021	0.04	9.92	2.66	2.16	186422.76	RAB8B	2.0639438923798	0.172897196261682
chr15	40987327	41024357	37030	30405	0.04	7.92	1.99	2	60623.96	RAD51	1.75087249097473	0.0946261682242991
chr15	40985953	40987304	1351	1151	0.44	6	2.38	2.08	2737	RAD51-AS1	0.800995024875622	0.0303738317757009
chr15	79252289	79383216	130927	126152	0.04	31.24	5.3	4.32	668680.44	RASGRF1	5.08482901790806	0.707943925233645
chr15	38780299	38857008	76709	70251	0.04	11.44	2.68	2.28	188037.16	RASGRP1	2.12734244259347	0.210280373831776
chr15	65345675	65360451	14776	14301	0.16	23.2	6.32	5.2	90443.16	RASL12	5.09656078693018	0.70911214953271
chr15	65032095	65067771	35676	34251	0.04	33.32	5.08	4	174117.36	RBPMS2	5.28749954448831	0.726635514018692
chr15	91498106	91506356	8250	7575	0.12	9.04	2.45	2	18579	RCCD1	1.96313171230648	0.130841121495327
chr15	77223962	77242602	18640	17065	0.04	8.68	3	3	51113.08	RCN2	2.74182383864392	0.475467289719626
chr15	73735499	73852354	116855	103826	0.04	21.08	5	4.32	518925	REC114	5.84375	0.771028037383178
chr15	22546565	22570832	24267	22342	0.04	14.16	3.73	3.16	83374.8	REREP3	4.55904933135606	0.656542056074766
chr15	56382731	56535484	152753	131709	0.04	10.2	2.78	2.48	366437	RFX7	2.69114845502255	0.463785046728972
chr15	93586636	93632444	45808	45158	0.04	33.2	8.03	7.28	362397.6	RGMA	9.83786953334962	0.946261682242991
chr15	90014640	90039845	25205	25155	0.08	24.04	7.18	6.8	180583.4	RHCG	7.80901189189189	0.877336448598131
chr15	41164412	41166488	2076	2076	1	7.8	3.74	3.72	7772	RHOV	2.41516469857054	0.376168224299065
chr15	89753098	89764923	11825	11275	0.04	15.44	5.16	4.92	58176.6	RLBP1	4.98770576131687	0.69392523364486
chr15	41028082	41047535	19453	16668	0.04	8.96	2.5	2.08	41668	RMDN3	2.06635259112323	0.175233644859813
chr15	59279865	59389619	109754	99544	0.04	12.56	2.65	2.16	263605.2	RNF111	2.30438226115234	0.31892523364486
chr15	60780483	61521503	741020	722295	0.04	37.72	6.6	6	4767919.72	RORA	6.13819898501729	0.79088785046729
chr15	60771377	60922839	151462	142462	0.04	18.72	4.28	3.4	609410.6	RORA-AS1	3.53926330243879	0.587616822429907
chr15	60973768	60979449	5681	5656	1	12.96	5.63	5.6	31826.76	RORA-AS2	7.48076380662267	0.863317757009346
chr15	41809375	41836476	27101	21626	0.04	9	2.14	2	46346	RPAP1	2.17740192623914	0.238317757009346
chr15	66791653	66797194	5541	5416	0.04	8.76	3.61	3.44	19567.32	RPL4	3.13277617675312	0.537383177570093
chr15	69745159	69747885	2726	2601	0.04	5.4	2.33	2.12	6050.52	RPLP1	1.58606480025165	0.0712616822429906
chr15	75247443	75249776	2333	2308	0.04	25.76	6.81	5.92	15721.76	RPP25	6.53711434511434	0.814252336448598
chr15	82821158	82824953	3795	2975	0.08	6	2.18	2	6475	RPS17	2.37894040708355	0.355140186915888
chr15	63445539	63449742	4203	3853	0.2	6	2.45	2	9425.28	RPS27L	2.25978210833205	0.29088785046729
chr15	40861492	40866894	5402	4402	0.08	8.6	2.42	2	10655.36	RPUSD2	1.43991351351351	0.058411214953271
chr15	55473512	55489232	15720	13545	0.04	11	2.73	2.04	37044	RSL24D1	2.08110488894482	0.186915887850467
chr15	41709302	41775762	66460	51487	0.04	1179.52	6.53	2	336291.88	RTF1	6.71168400077916	0.81892523364486
chr15	33603163	34158305	555142	542392	0.04	92.32	6.78	6.28	3679267.76	RYR3	7.57635574774775	0.869158878504673
chr15	70927588	70929654	2066	2066	2	18.16	9.74	9.64	20112.76	SALRNA2	9.09519933434628	0.927570093457944
chr15	70907886	70908907	1021	1021	2.04	17.84	9.19	8.76	9385.08	SALRNA3	9.62572307692308	0.941588785046729
chr15	82555152	82577268	22116	21343	0.16	15.8	4.96	4.72	105815.24	SAXO2	5.77751788151788	0.76518691588785
chr15	75136071	75165721	29650	23475	0.04	15	2.65	2	62117	SCAMP2	2.07111896505735	0.18107476635514
chr15	75287876	75313837	25961	24911	0.04	19.76	5.06	4.08	126004.2	SCAMP5	4.88748303013847	0.685747663551402
chr15	85174691	85185695	11004	10029	0.04	20.16	4.04	3.24	40544	SCAND2P	2.85884320643973	0.497663551401869
chr15	76640527	77176218	535691	467366	0.04	11.8	2.88	2.64	1344032.6	SCAPER	2.90950784184264	0.507009345794392
chr15	51973550	52013224	39674	37699	0.04	24.56	5.8	4.48	218503.28	SCG3	5.62735083237185	0.754672897196262
chr15	32933814	32989300	55486	51111	0.04	15	3.47	3	177584.08	SCG5	3.37029245981287	0.571261682242991
chr15	85212768	85259692	46924	38899	0.04	9.8	2.45	2	95478.6	SEC11A	2.40887127537829	0.372663551401869
chr15	49280835	49338761	57926	50951	0.04	10.28	2.46	2	125535	SECISBP2L	2.47588900065085	0.40303738317757
chr15	90728152	90772893	44741	37116	0.04	11.6	2.83	2.84	105090	SEMA4B	2.74603524666499	0.477803738317757
chr15	47476403	48066421	590018	554997	0.04	25.08	3.69	3	2049108.36	SEMA6D	4.0973831483723	0.620327102803738
chr15	74701625	74726301	24676	22301	0.04	10	2.76	2.32	61543	SEMA7A	1.96962811239839	0.134345794392523
chr15	72406599	72433312	26713	23363	0.08	11.88	2.86	2.48	66904.6	SENP8	2.66136975141572	0.45911214953271
chr15	44069294	44088288	18994	16219	0.04	12.24	2.83	2.24	45842.08	SERF2	3.30562998814527	0.561915887850467
chr15	44084174	44094770	10596	9096	0.12	6	2.42	2	22007.2	SERF2-C15ORF63	1.67050250493396	0.0794392523364486
chr15	44086372	44092296	5924	5124	0.12	6	2.35	2	12065.44	SERINC4	1.68435512421753	0.0841121495327103
chr15	78384927	78396394	11467	10842	0.32	12.24	3.67	3	39822.88	SH2D7	2.94091130640278	0.510514018691589
chr15	84115980	84287494	171514	163864	0.04	23.96	6.07	5.6	994329.4	SH3GL3	7.28430437426284	0.842289719626168
chr15	49115934	49255642	139708	136283	0.04	26.24	5.34	4.92	728100.48	SHC4	5.67100615312719	0.759345794392523
chr15	45459412	45493374	33962	31512	0.04	38	4.24	3	133613	SHF	4.32474510438582	0.646028037383178
chr15	75661720	75748125	86405	72155	0.04	10.64	2.4	2	173126.8	SIN3A	1.96494740521816	0.132009345794393
chr15	68112042	68126175	14133	14083	0.52	47.4	18.03	16.84	253892.8	SKOR1	21.115502328676	0.995327102803738
chr15	48498498	48596276	97778	95503	0.08	22.04	5.91	5.28	564274	SLC12A1	6.45433078899966	0.810747663551402
chr15	34522197	34630266	108069	92244	0.04	14	2.59	2	238878.48	SLC12A6	2.21376457286898	0.260514018691589
chr15	65903743	65953257	49514	44539	0.04	11.64	3.03	2.56	134818	SLC24A1	2.5570925566677	0.434579439252336
chr15	48413169	48434590	21421	19571	0.04	14.04	3.21	2.84	62814.4	SLC24A5	2.61650351980672	0.448598130841121
chr15	50474393	50528590	54197	51322	0.04	23	4.65	4	238769.08	SLC27A2	5.16848409597828	0.714953271028037
chr15	85427892	85518877	90985	88035	0.04	44	5.98	5.08	526818.6	SLC28A1	6.68257760801597	0.817757009345794
chr15	45544428	45568133	23705	22405	0.12	11.8	3.38	3	75718.08	SLC28A2	3.48963406765601	0.58411214953271
chr15	45771811	45815003	43192	40767	0.04	32.48	4.39	3.88	179007	SLC30A4	5.28153305992388	0.723130841121495
chr15	65337708	65345735	8027	7567	0.08	12.2	3.64	3.12	27563.2	SLC51B	3.52335421193915	0.585280373831776
chr15	92396938	92715666	318728	310578	0.04	84	6.33	5.8	1966506.48	SLCO3A1	7.10071126035855	0.835280373831776
chr15	59171244	59225876	54632	46031	0.04	9.96	2.75	2.12	126689.88	SLTM	2.52284843778003	0.420560747663551
chr15	67358195	67487534	129339	118714	0.04	12.76	3.33	3	395894	SMAD3	2.36364053205226	0.344626168224299
chr15	66994674	67074338	79664	79064	0.08	38.68	7.75	6.92	612630.72	SMAD6	7.97956001302507	0.88785046728972
chr15	42787504	42825260	37756	32131	0.04	9.68	2.29	2	73504.72	SNAP23	2.05409955175998	0.168224299065421
chr15	66782666	66790147	7481	6809	0.08	12.68	2.81	2	19148	SNAPC5	2.28326401343153	0.309579439252336
chr15	83419316	83425959	6643	6268	0.08	11	3.07	2.72	19267.52	SNHG21	3.63661620927862	0.591121495327103
chr15	25232072	25232141	69	69	4.88	5	4.96	5	342	SNORD108	3.97674418604651	0.60981308411215
chr15	25287121	25287188	67	67	1	1	1	1	67	SNORD109A	1	0.0356308411214953
chr15	25287121	25287188	67	67	1	1	1	1	67	SNORD109B	1	0.0356308411214953
chr15	25440068	25440149	81	0	0	0	0	0	0	SNORD115-14	0	0.00408878504672897
chr15	25451409	25477616	26207	21832	0.04	6.92	2.05	2	44781	SNORD115-15	2.3966283114798	0.362733644859813
chr15	25451409	25477616	26207	21832	0.04	6.92	2.05	2	44781	SNORD115-21	2.3966283114798	0.362733644859813
chr15	25458806	25458877	71	71	1	1.16	1.04	1	74.04	SNORD115-24	0.902926829268293	0.0327102803738318
chr15	25463764	25463846	82	0	0	0	0	0	0	SNORD115-26	0	0.00408878504672897
chr15	25470350	25470432	82	0	0	0	0	0	0	SNORD115-30	0	0.00408878504672897
chr15	25472256	25472338	82	82	1	1.56	1.13	1	92.64	SNORD115-31	1.12975609756098	0.0467289719626168
chr15	25474114	25474196	82	82	0.16	1	0.78	1	64.36	SNORD115-32	0.784878048780488	0.0292056074766355
chr15	25483133	25483215	82	42	0.56	1	0.74	0.56	31	SNORD115-37	0.189024390243902	0.0128504672897196
chr15	25484985	25485067	82	82	1	1	1	1	82	SNORD115-38	1	0.0356308411214953
chr15	25486893	25486975	82	0	0	0	0	0	0	SNORD115-39	0	0.00408878504672897
chr15	25421979	25422061	82	82	0.32	1.88	0.94	1	77.4	SNORD115-4	0.500129232359783	0.0233644859813084
chr15	25490625	25490707	82	0	0	0	0	0	0	SNORD115-41	0	0.00408878504672897
chr15	25492492	25492574	82	82	1	3	1.45	1	119	SNORD115-42	1.45121951219512	0.0607476635514019
chr15	25509674	25509727	53	28	0.16	1	0.2	0.16	5.48	SNORD115-45	0.0524100994644223	0.00934579439252336
chr15	25511738	25511809	71	71	2.44	3.72	2.99	3	211.96	SNORD115-46	3.26092307692308	0.552570093457944
chr15	25513664	25513697	33	33	6.08	6.8	6.32	6.08	208.56	SNORD115-47	6.32	0.804906542056075
chr15	25427532	25427614	82	82	1	1.92	1.2	1	98.56	SNORD115-7	0.70099573257468	0.0280373831775701
chr15	25319260	25319364	104	104	1	1	1	1	104	SNORD116-10	1	0.0356308411214953
chr15	25321075	25321169	94	94	1.8	2.32	2.03	2	191	SNORD116-11	1.07690572846189	0.044392523364486
chr15	25322197	25322291	94	94	2	3	2.59	2.6	243	SNORD116-12	1.0684136475554	0.0432242990654206
