#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	score	name2	cdsStartStat	cdsEndStat
912	NM_001034863	chr9	-	42916735	42924653	42919402	42921742	3	0	Tmem136	cmpl	cmpl
913	NM_178644	chr9	-	43029360	43047899	43030656	43047656	4	0	Oaf	cmpl	cmpl
913	NM_001243261	chr9	+	43067961	43088158	43067998	43088086	3	0	D630033O11Rik	cmpl	cmpl
917	NM_021424	chr9	+	43552658	43615544	43552726	43612099	6	0	Nectin1	cmpl	cmpl
919	NM_009382	chr9	+	43851466	43856662	43854064	43855534	4	0	Thy1	cmpl	cmpl
919	NM_198092	chr9	+	43875103	43903710	43883489	43901944	13	0	Usp2	cmpl	cmpl
919	NM_016808	chr9	+	43877511	43903710	43883489	43901944	13	0	Usp2	cmpl	cmpl
919	NM_198091	chr9	+	43893002	43903710	43893271	43901944	12	0	Usp2	cmpl	cmpl
920	NM_001190313	chr9	+	43909852	43917270	43915840	43916895	14	0	C1qtnf5	cmpl	cmpl
920	NM_001190314	chr9	+	43909852	43917270	43909975	43914550	14	0	Mfrp	cmpl	cmpl
920	NM_145613	chr9	+	43909852	43917270	43915840	43916895	14	0	C1qtnf5	cmpl	cmpl
920	NM_147126	chr9	+	43909852	43917270	43909975	43914550	14	0	Mfrp	cmpl	cmpl
920	NM_001040631	chr9	+	43915327	43917270	43915840	43916895	3	0	C1qtnf5	cmpl	cmpl
920	NM_001040632	chr9	+	43915353	43917270	43915840	43916895	3	0	C1qtnf5	cmpl	cmpl
920	NM_001190319	chr9	+	43915391	43917270	43915840	43916895	3	0	C1qtnf5	cmpl	cmpl
920	NM_153762	chr9	-	43918863	43921134	43919757	43921032	1	0	Rnf26	cmpl	cmpl
920	NM_023061	chr9	+	43942740	43950809	43942772	43949896	16	0	Mcam	cmpl	cmpl
921	NM_001081369	chr9	+	44048759	44055389	44049089	44054968	7	0	Ccdc153	cmpl	cmpl
921	NM_133226	chr9	-	44055394	44059547	44056069	44059538	11	0	Pdzd3	cmpl	cmpl
921	NM_001163743	chr9	-	44060795	44076270	44061300	44073896	10	0	Nlrx1	cmpl	cmpl
921	NM_178420	chr9	-	44060795	44076574	44061300	44073896	10	0	Nlrx1	cmpl	cmpl
921	NM_001163742	chr9	-	44060795	44076682	44061300	44073896	10	0	Nlrx1	cmpl	cmpl
921	NM_138955	chr9	-	44081272	44096327	44082714	44095536	15	0	Abcg4	cmpl	cmpl
921	NM_172162	chr9	-	44103755	44113754	44104278	44110661	10	0	Hinfp	cmpl	cmpl
921	NM_027909	chr9	-	44117319	44128365	44119138	44127971	14	0	C2cd2l	cmpl	cmpl
921	NM_007875	chr9	+	44134927	44141683	44135121	44141205	9	0	Dpagt1	cmpl	cmpl
921	NM_010436	chr9	+	44142797	44144156	44142844	44143276	1	0	H2afx	cmpl	cmpl
921	NM_001110251	chr9	-	44144430	44150464	44144754	44150136	14	0	Hmbs	cmpl	cmpl
921	NM_013551	chr9	-	44144430	44152311	44144754	44152125	14	0	Hmbs	cmpl	cmpl
921	NM_027889	chr9	-	44156187	44169753	44156502	44169714	16	0	Vps11	cmpl	cmpl
922	NM_008063	chr9	+	44206258	44211048	44206556	44210551	8	0	Slc37a4	cmpl	cmpl
922	NM_021395	chr9	+	44187572	44200452	44188602	44199133	26	0	Hyou1	cmpl	cmpl
922	NM_001293630	chr9	+	44205177	44211051	44206556	44210551	9	0	Slc37a4	cmpl	cmpl
922	NM_001293631	chr9	+	44205009	44211051	44206556	44210551	9	0	Slc37a4	cmpl	cmpl
922	NR_106053	chr9	+	44208505	44208571	44208571	44208571	1	0	Mir7085	unk	unk
922	NM_021789	chr9	-	44211841	44215631	44212102	44215384	5	0	Trappc4	cmpl	cmpl
922	NM_024266	chr9	+	44215796	44218489	44215837	44218131	5	0	Rps25	cmpl	cmpl
922	NM_201372	chr9	-	44218246	44226090	44218386	44226071	11	0	Ccdc84	cmpl	cmpl
922	NM_001033469	chr9	-	44242316	44248951	44243259	44248900	5	0	Foxr1	cmpl	cmpl
922	NM_009476	chr9	-	44260797	44262850	44261055	44262789	5	0	Upk2	cmpl	cmpl
923	NM_030256	chr9	+	44307218	44318495	44307606	44317866	9	0	Bcl9l	cmpl	cmpl
923	NM_007551	chr9	-	44319869	44334504	44321316	44334461	2	0	Cxcr5	cmpl	cmpl
924	NM_001277847	chr9	+	44481315	44494388	44481343	44494099	14	0	Treh	cmpl	cmpl
924	NM_001277851	chr9	+	44481315	44494388	44489156	44494099	14	0	Treh	cmpl	cmpl
924	NM_021481	chr9	+	44481315	44494388	44481343	44494099	15	0	Treh	cmpl	cmpl
924	NM_153537	chr9	-	44494390	44543281	44495640	44536162	22	0	Phldb1	cmpl	cmpl
925	NM_023831	chr9	+	44581091	44600797	44586679	44598663	12	0	Ift46	cmpl	cmpl
925	NM_027865	chr9	-	44601861	44607299	44603057	44606816	9	0	Tmem25	cmpl	cmpl
925	NM_138951	chr9	-	44607482	44611034	44607553	44610902	3	0	Ttc36	cmpl	cmpl
925	NM_001081049	chr9	-	44611437	44689357	44615984	44689357	36	0	Kmt2a	cmpl	cmpl
926	NM_013487	chr9	+	44789868	44795135	44789968	44794427	5	0	Cd3d	cmpl	cmpl
926	NM_013795	chr9	-	44721330	44728825	44721450	44728744	3	0	Atp5l	cmpl	cmpl
926	NM_145400	chr9	-	44731209	44773683	44733931	44768182	20	0	Ube4a	cmpl	cmpl
926	NM_009850	chr9	-	44777654	44788514	44778790	44788403	7	0	Cd3g	cmpl	cmpl
926	NM_007648	chr9	-	44806825	44817673	44807613	44817479	8	0	Cd3e	cmpl	cmpl
927	NM_007962	chr9	+	44850426	44862126	44850819	44857798	6	0	Mpzl2	cmpl	cmpl
927	NM_001093749	chr9	+	44863263	44883125	44863325	44882866	6	0	Mpzl3	cmpl	cmpl
927	NM_001005421	chr9	+	44887265	44916614	44892146	44915527	11	0	Amica1	cmpl	cmpl
927	NR_033547	chr9	-	44915258	44943689	44943689	44943689	3	0	Gm10684	unk	unk
927	NM_001014761	chr9	+	44925958	44938153	44926106	44934387	4	0	Scn2b	cmpl	cmpl
928	NM_145403	chr9	-	44980808	45012158	44981479	45011870	13	0	Tmprss4	cmpl	cmpl
928	NM_001198971	chr9	+	45003848	45058068	45004069	45052341	5	0	BC049352	cmpl	cmpl
928	NR_106054	chr9	-	45074725	45074790	45074790	45074790	1	0	Mir7086	unk	unk
928	NM_001324486	chr9	-	45061919	45077232	45063612	45077155	7	0	Il10ra	cmpl	cmpl
928	NM_008348	chr9	-	45061919	45077232	45063612	45077155	7	0	Il10ra	cmpl	cmpl
928	NR_136903	chr9	-	45061919	45077232	45077232	45077232	6	0	Il10ra	unk	unk
929	NR_040720	chr9	-	45126348	45130162	45130162	45130162	4	0	1700003G13Rik	unk	unk
929	NM_001013373	chr9	+	45127182	45155663	45127217	45154101	13	0	Tmprss13	cmpl	cmpl
929	NM_022004	chr9	+	45178267	45204242	45198075	45200787	8	0	Fxyd6	cmpl	cmpl
929	NR_028499	chr9	+	45207791	45218361	45218361	45218361	6	0	Fxyd2	unk	unk
929	NM_052823	chr9	+	45211220	45218361	45211364	45217810	6	0	Fxyd2	cmpl	cmpl
929	NM_007503	chr9	+	45214159	45218361	45214212	45217810	6	0	Fxyd2	cmpl	cmpl
930	NR_040732	chr9	-	45224708	45239315	45239315	45239315	5	0	4833428L15Rik	unk	unk
933	NM_001145947	chr9	+	45646627	45670567	45647110	45668378	8	0	Bace1	cmpl	cmpl
933	NM_011792	chr9	+	45646627	45670567	45647110	45668378	9	0	Bace1	cmpl	cmpl
933	NM_001310839	chr9	-	45671507	45714960	45673015	45712995	14	0	Rnf214	cmpl	cmpl
933	NM_001310840	chr9	-	45671507	45714994	45673015	45712995	15	0	Rnf214	cmpl	cmpl
933	NM_178709	chr9	-	45671773	45714960	45673015	45712995	14	0	Rnf214	cmpl	cmpl
933	NM_001281934	chr9	+	45714651	45737805	45717354	45736911	17	0	Pcsk7	cmpl	cmpl
933	NM_008794	chr9	+	45714651	45737805	45717354	45736911	17	0	Pcsk7	cmpl	cmpl
933	NR_104055	chr9	+	45714651	45737805	45737805	45737805	18	0	Pcsk7	unk	unk
934	NM_001289668	chr9	-	45745939	45763332	45747336	45762989	27	0	Sidt2	cmpl	cmpl
934	NM_172257	chr9	-	45745939	45763332	45747336	45762989	26	0	Sidt2	cmpl	cmpl
934	NR_106055	chr9	-	45747603	45747673	45747673	45747673	1	0	Mir7087	unk	unk
934	NM_008775	chr9	-	45773393	45792954	45776770	45786805	6	0	Pafah1b2	cmpl	cmpl
936	NM_009692	chr9	+	46036712	46038552	46037039	46038485	4	0	Apoa1	cmpl	cmpl
936	NM_001289755	chr9	-	46041132	46043382	46041305	46043338	4	0	Apoc3	cmpl	cmpl
936	NM_001289833	chr9	-	46041132	46043382	46041305	46042573	3	0	Apoc3	cmpl	cmpl
936	NM_023114	chr9	-	46041132	46043382	46041305	46042796	4	0	Apoc3	cmpl	cmpl
936	NM_001289756	chr9	-	46041132	46043719	46041305	46042796	4	0	Apoc3	cmpl	cmpl
936	NM_007468	chr9	+	46048926	46051541	46049236	46051373	3	0	Apoa4	cmpl	cmpl
936	NM_080434	chr9	+	46076690	46080002	46077180	46078817	4	0	Apoa5	cmpl	cmpl
936	NM_011752	chr9	+	46081146	46090725	46081279	46089255	14	0	Zpr1	cmpl	cmpl
936	NM_146000	chr9	+	46091094	46106866	46091113	46106591	10	0	Bud13	cmpl	cmpl
936	NM_183104	chr9	-	46111443	46128069	46112103	46119670	13	0	4931429L15Rik	cmpl	cmpl
941	NR_015605	chr9	+	46721685	46735449	46735449	46735449	4	0	2900052N01Rik	unk	unk
942	NM_001243258	chr9	+	46806823	46811943	46807013	46811421	3	0	Gm4791	cmpl	cmpl
948	NR_046048	chr9	-	47607242	47626291	47626291	47626291	3	0	Gm10677	unk	unk
952	NM_030069	chr9	-	48126086	48148981	48127473	48148677	6	0	Nxpe2	cmpl	cmpl
952	NM_172921	chr9	+	48170123	48208108	48198342	48207153	9	0	Nxpe4	cmpl	cmpl
953	NM_144948	chr9	-	48296801	48303435	48297733	48303355	5	0	Rbm7	cmpl	cmpl
953	NR_026561	chr9	+	48262444	48262828	48262828	48262828	1	0	Gm8884	unk	unk
953	NM_024233	chr9	-	48276618	48288716	48276921	48288658	7	0	Rexo2	cmpl	cmpl
953	NR_037589	chr9	-	48296801	48303435	48303435	48303435	6	0	Rbm7	unk	unk
953	NM_001004191	chr9	+	48303447	48304080	48303672	48304026	1	0	Gm5617	cmpl	cmpl
953	NM_001326355	chr9	-	48296801	48303435	48297986	48303355	5	0	Rbm7	cmpl	cmpl
953	NM_001326356	chr9	-	48296801	48303435	48298089	48303355	4	0	Rbm7	cmpl	cmpl
953	NR_136937	chr9	-	48296801	48303435	48303435	48303435	6	0	Rbm7	unk	unk
954	NM_001311062	chr9	-	48399981	48413228	48400224	48413063	4	0	Nnmt	cmpl	cmpl
954	NM_010924	chr9	-	48399981	48413228	48400034	48413063	3	0	Nnmt	cmpl	cmpl
956	NM_001099644	chr9	-	48707317	48719204	48707796	48719070	9	0	Htr3a	cmpl	cmpl
956	NM_013561	chr9	-	48707317	48719204	48707796	48719070	9	0	Htr3a	cmpl	cmpl
957	NM_175482	chr9	+	48793489	48850622	48793585	48849654	24	0	Usp28	cmpl	cmpl
957	NM_012039	chr9	+	48863685	48886878	48863787	48886424	16	0	Zw10	cmpl	cmpl
958	NM_030709	chr9	+	48910883	48925693	48914245	48925096	13	0	Tmprss5	cmpl	cmpl
959	NM_177701	chr9	+	49058635	49088699	49076676	49086888	4	0	Gm4894	cmpl	cmpl
960	NM_172922	chr9	-	49223326	49235126	49223744	49235096	8	0	Ankk1	cmpl	cmpl
961	NR_029465	chr9	+	49326392	49376130	49376130	49376130	6	0	Gm11149	unk	unk
966	NR_131161	chr9	-	50040627	50041287	50041287	50041287	2	0	2310003N18Rik	unk	unk
968	NR_040714	chr9	-	50296903	50312910	50312910	50312910	3	0	Plet1os	unk	unk
968	NM_029639	chr9	+	50302629	50313744	50302667	50312650	4	0	Plet1	cmpl	cmpl
969	NM_133217	chr9	-	50341191	50363243	50341510	50358807	12	0	Bco2	cmpl	cmpl
969	NM_025687	chr9	-	50365252	50369373	50365451	50367387	5	0	Tex12	cmpl	cmpl
969	NM_008360	chr9	+	50373472	50389942	50383377	50389819	6	0	Il18	cmpl	cmpl
969	NM_025848	chr9	-	50404444	50411954	50405189	50411894	4	0	Sdhd	cmpl	cmpl
969	NM_013897	chr9	+	50412005	50413425	50412060	50413205	2	0	Timm8b	cmpl	cmpl
969	NM_001134902	chr9	-	50413344	50425569	50415536	50423656	7	0	AU019823	cmpl	cmpl
969	NM_212449	chr9	-	50413344	50425569	50415536	50423656	6	0	AU019823	cmpl	cmpl
969	NM_028300	chr9	+	50425425	50433105	50426577	50433099	6	0	Pih1d2	cmpl	cmpl
970	NM_178118	chr9	-	50470857	50536089	50474299	50535950	20	0	Dixdc1	cmpl	cmpl
970	NM_001311069	chr9	-	50470857	50545840	50474299	50545805	20	0	Dixdc1	cmpl	cmpl
970	NM_025865	chr9	-	50547795	50554626	50548605	50554620	4	0	2310030G06Rik	cmpl	cmpl
970	NM_001164708	chr9	-	50559176	50560459	50559383	50560375	2	0	Hspb2	cmpl	cmpl
970	NM_024441	chr9	-	50559176	50560459	50559383	50560375	2	0	Hspb2	cmpl	cmpl
970	NM_001289782	chr9	+	50559429	50564740	50561381	50564600	4	0	Cryab	cmpl	cmpl
970	NM_001289784	chr9	+	50561075	50564740	50561381	50564600	4	0	Cryab	cmpl	cmpl
970	NM_001289785	chr9	+	50561075	50564740	50561381	50564600	4	0	Cryab	cmpl	cmpl
970	NM_009964	chr9	+	50561075	50564740	50561381	50564600	3	0	Cryab	cmpl	cmpl
970	NM_001311073	chr9	-	50570932	50574038	50571960	50573894	4	0	1110032A03Rik	cmpl	cmpl
970	NM_023483	chr9	-	50570932	50576257	50571960	50576004	4	0	1110032A03Rik	cmpl	cmpl
970	NM_198675	chr9	+	50576342	50580775	50576388	50580712	5	0	Fdxacb1	cmpl	cmpl
971	NM_028614	chr9	+	50665028	50689727	50665089	50687960	15	0	Ppp2r1b	cmpl	cmpl
971	NM_001034085	chr9	+	50665028	50702334	50665089	50699787	17	0	Ppp2r1b	cmpl	cmpl
971	NM_001286553	chr9	+	50665028	50702334	50665089	50700853	17	0	Ppp2r1b	cmpl	cmpl
973	NM_001033534	chr9	-	50864884	50885199	50865400	50885075	8	0	Layn	cmpl	cmpl
973	NM_177702	chr9	-	50889417	50910183	50889577	50910075	6	0	4833427G06Rik	cmpl	cmpl
973	NR_029654	chr9	-	50911138	50911215	50911215	50911215	1	0	Mir34c	unk	unk
973	NR_029655	chr9	-	50911666	50911750	50911750	50911750	1	0	Mir34b	unk	unk
973	NM_019493	chr9	+	50924105	50927805	50924636	50927459	5	0	Btg4	cmpl	cmpl
974	NM_011136	chr9	+	51021794	51048184	51021890	51046485	5	0	Pou2af1	cmpl	cmpl
974	NM_001195681	chr9	-	51078362	51086659	51078655	51085760	5	0	Gm684	cmpl	cmpl
979	NR_033560	chr9	-	51647597	51683990	51683990	51683990	4	0	Arhgap20os	unk	unk
979	NR_040731	chr9	+	51722533	51735108	51735108	51735108	3	0	4933407I05Rik	unk	unk
979	NM_007996	chr9	-	51751129	51771707	51751639	51771572	4	0	Fdx1	cmpl	cmpl
979	NM_001301728	chr9	-	51753075	51771707	51755253	51771572	4	0	Fdx1	cmpl	cmpl
980	NR_023357	chr9	-	51810165	51856810	51856810	51856810	3	0	Gm6981	unk	unk
980	NM_001104616	chr9	+	51855254	51896843	51868996	51894584	14	0	Rdx	cmpl	cmpl
980	NM_001104617	chr9	+	51856045	51883282	51868996	51883169	11	0	Rdx	cmpl	cmpl
980	NM_009041	chr9	+	51856045	51896843	51868996	51894584	14	0	Rdx	cmpl	cmpl
981	NM_001162921	chr9	-	51920089	51976216	51923510	51976216	6	0	Zc3h12c	cmpl	cmpl
981	NR_105750	chr9	+	51923727	51923844	51923844	51923844	1	0	Mir6244	unk	unk
985	NM_178906	chr9	-	52481136	52487542	52485780	52486380	2	0	AI593442	cmpl	cmpl
985	NM_001286641	chr9	-	52481136	52487885	52485780	52486380	2	0	AI593442	cmpl	cmpl
990	NM_176846	chr9	+	53109774	53189263	53109837	53185608	6	0	Exph5	cmpl	cmpl
990	NM_212445	chr9	+	53192127	53209972	53192204	53207917	8	0	Kdelc2	cmpl	cmpl
990	NR_105807	chr9	-	53208909	53208991	53208991	53208991	1	0	Mir130c	unk	unk
991	NM_007499	chr9	-	53245226	53344776	53247850	53342041	64	0	Atm	cmpl	cmpl
992	NM_144784	chr9	-	53388626	53418455	53390649	53418380	12	0	Acat1	cmpl	cmpl
992	NM_001161618	chr9	-	53422686	53475612	53425920	53475391	18	0	Cul5	cmpl	cmpl
992	NM_027807	chr9	-	53422686	53475612	53425920	53475391	19	0	Cul5	cmpl	cmpl
993	NM_175562	chr9	-	53492214	53514337	53494414	53514220	2	0	Rab39	cmpl	cmpl
994	NM_028060	chr9	+	53619341	53665968	53619591	53664778	8	0	Slc35f2	cmpl	cmpl
994	NM_025540	chr9	+	53698057	53701656	53701279	53701375	2	0	Sln	cmpl	cmpl
995	NM_177769	chr9	-	53759266	53823108	53760528	53794671	11	0	Elmod1	cmpl	cmpl
996	NM_001033535	chr9	-	53873412	53916218	53874881	53916077	2	0	Tnfaip8l3	cmpl	cmpl
997	NM_007810	chr9	-	54013743	54041249	54014563	54041208	9	0	Cyp19a1	cmpl	cmpl
998	NM_177350	chr9	+	54134292	54189584	54134330	54186623	10	0	Gldn	cmpl	cmpl
999	NM_173778	chr9	+	54386790	54392827	54387274	54391159	4	0	Sh2d7	cmpl	cmpl
1000	NM_053178	chr9	-	54452803	54509692	54453197	54509477	14	0	Acsbg1	cmpl	cmpl
1000	NM_029573	chr9	+	54434317	54452469	54434323	54451172	11	0	Idh3a	cmpl	cmpl
1001	NM_021422	chr9	+	54547365	54564124	54547535	54562483	7	0	Dnaja4	cmpl	cmpl
1001	NR_049206	chr9	+	54556119	54556188	54556188	54556188	1	0	Mir5710	unk	unk
1001	NM_001025375	chr9	-	54564959	54582356	54565152	54579205	11	0	Wdr61	cmpl	cmpl
1001	NM_001025376	chr9	-	54564959	54582356	54565152	54575420	11	0	Wdr61	cmpl	cmpl
1001	NM_023191	chr9	-	54564959	54582356	54565152	54579205	11	0	Wdr61	cmpl	cmpl
1001	NM_001284507	chr9	+	54612554	54620917	54612708	54620683	3	0	Crabp1	cmpl	cmpl
1001	NM_013496	chr9	+	54612554	54620917	54612708	54620683	4	0	Crabp1	cmpl	cmpl
1002	NM_022655	chr9	+	54711561	54760341	54711684	54757548	22	0	Ireb2	cmpl	cmpl
1003	NM_145229	chr9	-	54798063	54798761	54798247	54798646	1	0	AY074887	cmpl	cmpl
1003	NM_011966	chr9	+	54798665	54805837	54799912	54805596	9	0	Psma4	cmpl	cmpl
1003	NM_176844	chr9	+	54828686	54855586	54828903	54854382	6	0	Chrna5	cmpl	cmpl
1003	NM_145129	chr9	-	54859149	54874366	54860607	54874216	6	0	Chrna3	cmpl	cmpl
1003	NM_148944	chr9	-	54875962	54896351	54877911	54896302	6	0	Chrnb4	cmpl	cmpl
1005	NM_028049	chr9	+	55056741	55072240	55056858	55071464	7	0	Fbxo22	cmpl	cmpl
1005	NM_032002	chr9	-	55068028	55131432	55075728	55130367	8	0	Nrg4	cmpl	cmpl
1007	NM_027397	chr9	+	55388955	55393985	55389087	55393346	6	0	Isl2	cmpl	cmpl
1010	NM_183111	chr9	-	55810395	55828739	55810549	55828695	8	0	4930563M21Rik	cmpl	cmpl
1011	NR_033529	chr9	+	55875442	55879380	55879380	55879380	1	0	Gm7444	unk	unk
1011	NM_001278274	chr9	+	55889651	55891052	55889858	55890498	2	0	Rcn2	cmpl	cmpl
1011	NM_011992	chr9	+	55889651	55906890	55889858	55906018	7	0	Rcn2	cmpl	cmpl
1012	NM_019793	chr9	-	55983690	56008877	55984449	56008669	7	0	Tspan3	cmpl	cmpl
1014	NM_025812	chr9	+	56266652	56344743	56315168	56337765	10	0	Hmg20a	cmpl	cmpl
1015	NM_001311076	chr9	-	56466270	56483455	56467265	56482887	2	0	Lingo1	cmpl	cmpl
1017	NM_198673	chr9	-	56696465	56699770	56696616	56699583	5	0	Odf3l1	cmpl	cmpl
1017	NM_139001	chr9	+	56712910	56747677	56712996	56746697	10	0	Cspg4	cmpl	cmpl
1018	NM_175483	chr9	-	56765006	56776178	56766257	56774590	2	0	Snx33	cmpl	cmpl
1018	NM_133976	chr9	+	56785306	56786205	56785313	56785868	1	0	Imp3	cmpl	cmpl
1018	NM_178374	chr9	+	56798730	56831006	56804825	56830780	9	0	Snupn	cmpl	cmpl
1019	NR_045886	chr9	-	56904703	56919773	56919773	56919773	3	0	Gm10658	unk	unk
1019	NM_001110351	chr9	+	56919846	56976175	56934419	56975185	22	0	Sin3a	cmpl	cmpl
1019	NM_001110350	chr9	+	56924182	56976175	56934419	56975185	21	0	Sin3a	cmpl	cmpl
1019	NM_011378	chr9	+	56924182	56976175	56934419	56975185	22	0	Sin3a	cmpl	cmpl
1019	NR_102289	chr9	-	56977788	56979097	56979097	56979097	2	0	Man2c1os	unk	unk
1019	NM_028636	chr9	+	56978583	56990017	56978595	56989928	26	0	Man2c1	cmpl	cmpl
1019	NM_028347	chr9	-	56991062	56994841	56991062	56994841	9	0	Neil1	cmpl	cmpl
1019	NM_025417	chr9	-	57002847	57006106	57003046	57006081	8	0	Commd4	cmpl	cmpl
1020	NR_033784	chr9	+	57023081	57033915	57033915	57033915	6	0	1700041C23Rik	unk	unk
1020	NM_001014398	chr9	+	57084362	57097671	57088169	57097591	13	0	Trcg1	cmpl	cmpl
1020	NM_028820	chr9	-	57100128	57110406	57101768	57106896	3	0	1700017B05Rik	cmpl	cmpl
1021	NR_040729	chr9	+	57238876	57248171	57248171	57248171	3	0	4930430J02Rik	unk	unk
1022	NM_001301634	chr9	-	57289133	57315867	57291476	57299793	7	0	Scamp5	cmpl	cmpl
1022	NM_001301635	chr9	-	57289133	57315867	57291476	57299242	6	0	Scamp5	cmpl	cmpl
1022	NM_020270	chr9	-	57289133	57315867	57291476	57299793	7	0	Scamp5	cmpl	cmpl
1022	NM_133982	chr9	+	57351908	57353254	57352043	57352643	1	0	Rpp25	cmpl	cmpl
1022	NM_007747	chr9	+	57369038	57380233	57369134	57379589	5	0	Cox5a	cmpl	cmpl
1022	NM_001166364	chr9	+	57385334	57390994	57385427	57388626	5	0	Fam219b	cmpl	cmpl
1022	NM_175273	chr9	+	57385334	57390994	57385427	57388468	4	0	Fam219b	cmpl	cmpl
1022	NM_025837	chr9	-	57392074	57400559	57392526	57400526	8	0	Mpi	cmpl	cmpl
1023	NM_027895	chr9	+	57437258	57444040	57437391	57442766	16	0	Ulk3	cmpl	cmpl
1023	NM_146223	chr9	-	57447798	57454088	57450043	57453951	3	0	Cplx3	cmpl	cmpl
1023	NM_199222	chr9	-	57454839	57468581	57454954	57468477	13	0	Lman1l	cmpl	cmpl
1023	NM_007783	chr9	-	57474452	57493460	57475127	57479188	13	0	Csk	cmpl	cmpl
1023	NM_001304761	chr9	-	57474452	57501438	57475127	57479188	15	0	Csk	cmpl	cmpl
1023	NM_009993	chr9	-	57524743	57531462	57525034	57530336	7	0	Cyp1a2	cmpl	cmpl
1024	NM_001136059	chr9	+	57545419	57551631	57547897	57550686	7	0	Cyp1a1	cmpl	cmpl
1024	NM_153799	chr9	+	57556375	57597969	57561204	57596302	7	0	Edc3	cmpl	cmpl
1024	NM_007713	chr9	-	57598517	57613667	57598751	57613324	13	0	Clk3	cmpl	cmpl
1025	NM_001122873	chr9	+	57758792	57777775	57760473	57777657	11	0	Ubl7	cmpl	cmpl
1025	NM_027086	chr9	+	57758792	57777775	57760473	57777657	11	0	Ubl7	cmpl	cmpl
1026	NM_019779	chr9	+	57862823	57874830	57862845	57874659	9	0	Cyp11a1	cmpl	cmpl
1026	NM_001243265	chr9	+	57880080	57896804	57881427	57895280	5	0	Gm16130	cmpl	cmpl
1027	NM_001162475	chr9	+	57976894	58001804	57982896	58001129	19	0	Stra6	cmpl	cmpl
1027	NM_009291	chr9	+	57977155	58001804	57982896	58001129	19	0	Stra6	cmpl	cmpl
1027	NM_001162476	chr9	+	57981881	58001804	57982896	58001129	19	0	Stra6	cmpl	cmpl
1027	NM_001162479	chr9	+	57982471	58001804	57982896	58001129	19	0	Stra6	cmpl	cmpl
1027	NM_001195431	chr9	-	58004070	58006361	58004742	58006029	2	0	Islr	cmpl	cmpl
1027	NM_012043	chr9	-	58004070	58007028	58004742	58006029	2	0	Islr	cmpl	cmpl
1027	NM_001161535	chr9	-	58044103	58049522	58045544	58049210	2	0	Islr2	cmpl	cmpl
1027	NM_001161537	chr9	-	58044103	58049522	58045544	58047782	3	0	Islr2	cmpl	cmpl
1027	NM_001161540	chr9	-	58044103	58049606	58045544	58047782	3	0	Islr2	cmpl	cmpl
1027	NM_001161536	chr9	-	58044103	58050092	58045544	58047782	4	0	Islr2	cmpl	cmpl
1027	NM_177193	chr9	-	58044103	58050092	58045544	58047782	3	0	Islr2	cmpl	cmpl
1027	NM_001161539	chr9	-	58044103	58050151	58045544	58047782	4	0	Islr2	cmpl	cmpl
1027	NM_001161538	chr9	-	58044103	58050341	58045544	58047782	4	0	Islr2	cmpl	cmpl
1027	NM_001161541	chr9	-	58044103	58052126	58045544	58047782	3	0	Islr2	cmpl	cmpl
1027	NR_033522	chr9	+	58050703	58056615	58056615	58056615	3	0	1600029O15Rik	unk	unk
1028	NM_001311088	chr9	-	58064986	58097593	58068363	58097497	9	0	Pml	cmpl	cmpl
1028	NM_008884	chr9	-	58064986	58097593	58067609	58097497	8	0	Pml	cmpl	cmpl
1028	NM_178087	chr9	-	58064986	58097593	58067609	58097497	9	0	Pml	cmpl	cmpl
1028	NR_105806	chr9	+	58068956	58069061	58069061	58069061	1	0	Mir6385	unk	unk
1028	NM_026942	chr9	+	58100970	58110331	58101073	58109646	7	0	Stoml1	cmpl	cmpl
1028	NR_028146	chr9	+	58100970	58110331	58110331	58110331	8	0	Stoml1	unk	unk
1028	NM_010729	chr9	-	58135529	58161019	58136717	58160693	7	0	Loxl1	cmpl	cmpl
1029	NM_028854	chr9	-	58207610	58218176	58207652	58218132	11	0	Tbc1d21	cmpl	cmpl
1029	NR_040727	chr9	+	58218310	58221990	58221990	58221990	3	0	1700072B07Rik	unk	unk
1029	NR_040736	chr9	+	58302979	58317430	58317430	58317430	3	0	4930461G14Rik	unk	unk
1030	NM_176921	chr9	+	58336409	58347549	58338043	58347494	3	0	6030419C18Rik	cmpl	cmpl
1030	NM_133983	chr9	-	58372106	58388747	58374145	58388552	7	0	Cd276	cmpl	cmpl
1032	NM_001081192	chr9	+	58671318	58708762	58671318	58708570	8	0	Hcn4	cmpl	cmpl
1036	NM_028121	chr9	+	59139378	59164007	59139440	59163089	7	0	Adpgk	cmpl	cmpl
1036	NM_175325	chr9	-	59169772	59201315	59170676	59201240	16	0	Bbs4	cmpl	cmpl
1037	NR_045640	chr9	-	59325551	59329548	59329548	59329548	1	0	Gm20199	unk	unk
1037	NM_178388	chr9	-	59366491	59373308	59366860	59373249	5	0	Tmem202	cmpl	cmpl
1038	NM_010421	chr9	+	59387473	59412912	59387530	59412691	14	0	Hexa	cmpl	cmpl
1038	NM_175235	chr9	+	59426143	59455099	59426184	59452891	12	0	Celf6	cmpl	cmpl
1038	NM_001311092	chr9	+	59437120	59455099	59438441	59452891	11	0	Celf6	cmpl	cmpl
1038	NM_001205239	chr9	+	59465090	59498097	59470347	59497833	24	0	Parp6	cmpl	cmpl
