gene	length
MIR4769	78
MIR4770	59
MIR4771-1	75
MIR4771-2	75
MIR4772	79
MIR4773-1	79
MIR4773-2	79
MIR4774	77
MIR4775	76
MIR4776-1	81
MIR4776-2	81
MIR4777	87
MIR4778	81
MIR4779	84
MIR4780	82
MIR4781	77
MIR4782	80
MIR4783	83
MIR4784	78
MIR4785	74
MIR4786	81
MIR4787	85
MIR4788	81
MIR4789	83
MIR4790	80
MIR4791	85
MIR4792	75
MIR4793	88
MIR4794	76
MIR4795	90
MIR4796	82
MIR4797	72
MIR4798	76
MIR4799	75
MIR4800	81
MIR4801	83
MIR4802	81
MIR4803	75
MIR4804	74
MIR483	77
MIR484	80
MIR485	74
MIR486-1	69
MIR486-2	65
MIR487A	81
MIR487B	85
MIR488	84
MIR489	85
MIR490	129
MIR491	85
MIR492	117
MIR493	90
MIR494	82
MIR495	83
MIR496	103
MIR497	113
MIR497HG	3838
MIR498	125
MIR4999	92
MIR499A	123
MIR499B	74
MIR5000	104
MIR5001	101
MIR5002	98
MIR5003	100
MIR5004	108
MIR5006	111
MIR5007	96
MIR5008	95
MIR5009	101
MIR500A	85
MIR500B	80
MIR501	85
MIR5010	121
MIR5011	104
MIR502	87
MIR503	72
MIR503HG	3255
MIR504	84
MIR5047	101
MIR505	85
MIR506	125
MIR507	95
MIR508	116
MIR5087	77
MIR5088	80
MIR5089	85
MIR509-1	92
MIR509-2	92
MIR509-3	77
MIR5090	86
MIR5091	94
MIR5092	89
MIR5093	101
MIR5094	86
MIR5095	89
MIR5096	205290
MIR510	75
MIR5100	120
MIR511	88
MIR512-1	85
MIR512-2	99
MIR513A1	130
MIR513A2	128
MIR513B	85
MIR513C	85
MIR514A1	99
MIR514A2	89
MIR514A3	89
MIR514B	81
MIR515-1	84
MIR515-2	84
MIR516A1	91
MIR516A2	91
MIR516B1	91
MIR516B2	86
MIR517A	88
MIR517B	68
MIR517C	96
MIR5186	121
MIR5187	77
MIR5188	114
MIR5189	115
MIR518A1	86
MIR518A2	88
MIR518B	84
MIR518C	102
MIR518D	88
MIR518E	89
MIR518F	88
MIR5190	81
MIR5191	121
MIR5192	93
MIR5193	110
MIR5194	121
MIR5195	116
MIR5196	116
MIR5197	113
MIR519A1	86
MIR519A2	88
MIR519B	82
MIR519C	88
MIR519D	89
MIR519E	85
MIR520A	86
MIR520B	62
MIR520C	88
MIR520D	88
MIR520E	88
MIR520F	88
MIR520G	91
MIR520H	89
MIR521-1	88
MIR521-2	88
MIR522	88
MIR523	88
MIR524	88
MIR525	86
MIR526A1	86
MIR526A2	66
MIR526B	84
MIR527	86
MIR532	92
MIR539	79
MIR541	85
MIR542	98
MIR543	79
MIR544A	92
MIR544B	79
MIR545	107
MIR548A1	98
MIR548A2	98
MIR548A3	42631
MIR548AA1	23904
MIR548AA2	98
MIR548AB	85
MIR548AC	273258
MIR548AD	83
MIR548AE1	71
MIR548AE2	68
MIR548AG1	67
MIR548AG2	65
MIR548AH	77
MIR548AI	89
MIR548AJ1	73
MIR548AJ2	93
MIR548AK	58
MIR548AL	98
MIR548AM	75
MIR548AN	84
MIR548AO	97
MIR548AP	97
MIR548AQ	59
MIR548AR	58
MIR548AS	59
MIR548AT	59
MIR548AU	199862
MIR548AV	63
MIR548AW	66
MIR548AX	74
MIR548AY	108
MIR548AZ	96
MIR548B	98
MIR548BA	57
MIR548BB	67
MIR548C	98
MIR548D1	98
MIR548D2	96
MIR548F1	85
MIR548F2	99
MIR548F3	670479
MIR548F4	106
MIR548F5	87
MIR548G	443908
MIR548H1	103
MIR548H2	195076
MIR548H3	324442
MIR548H4	373561
MIR548H5	61
MIR548I1	150
MIR548I2	150
MIR548I3	150
MIR548I4	78
MIR548J	113
MIR548K	117
MIR548L	87
MIR548M	87
MIR548N	294206
MIR548O	115
MIR548O2	71
MIR548P	85
MIR548Q	101
MIR548S	83
MIR548T	417244
MIR548U	82
MIR548V	81
MIR548W	75
MIR548X	76
MIR548X2	101
MIR548XHG	198549
MIR548Y	111
MIR548Z	98
MIR549A	97
MIR550A1	98
MIR550A2	98
MIR550A3	96
MIR550B1	98
MIR550B2	98
MIR551A	96
MIR551B	97
MIR552	97
MIR553	69
MIR554	97
MIR555	97
MIR556	96
MIR557	99
MIR5571	114
MIR5572	138
MIR5579	59
MIR558	95
MIR5580	59
MIR5581	61
MIR5582	69
MIR5583-1	60
MIR5583-2	60
MIR5584	61
MIR5585	60
MIR5586	60
MIR5587	54
MIR5588	64
MIR5589	61
MIR559	97
MIR5590	55
MIR5591	66
MIR561	98
MIR563	80
MIR564	95
MIR566	95
MIR567	99
MIR568	96
MIR5680	85
MIR5681A	76
MIR5681B	61
MIR5682	77
MIR5683	77
MIR5684	66
MIR5685	80
MIR5687	78
MIR5688	84
MIR5689	79
MIR5689HG	22452
MIR569	97
MIR5690	74
MIR5691	69
MIR5692A1	70
MIR5692A2	60
MIR5692B	88
MIR5692C1	92
MIR5692C2	78
MIR5693	74
MIR5694	77
MIR5695	9927
MIR5696	86
MIR5697	79
MIR5698	73
MIR5699	91
MIR570	98
MIR5700	72
MIR5701-1	83
MIR5701-2	83
MIR5701-3	83
MIR5702	85
MIR5703	57
MIR5704	78
MIR5705	90
MIR5706	81
MIR5707	82
MIR5708	86
MIR571	97
MIR572	96
MIR573	100
MIR5739	81
MIR574	97
MIR575	95
MIR577	97
MIR578	97
MIR5787	56
MIR579	99
MIR580	98
MIR581	97
MIR583	76
MIR585	95
MIR586	98
MIR587	97
MIR588	84
MIR589	100
MIR590	98
MIR591	96
MIR592	98
MIR593	101
MIR595	97
MIR596	78
MIR597	98
MIR598	98
MIR599	96
MIR600	99
MIR600HG	5985
MIR601	80
MIR602	99
MIR603	98
MIR604	95
MIR605	84
MIR606	97
MIR6068	61
MIR6069	80
MIR607	97
MIR6070	104
MIR6071	79
MIR6072	72
MIR6073	90
MIR6074	108
MIR6075	96
MIR6076	114
MIR6077	83
MIR6078	101
MIR6079	63
MIR608	101
MIR6080	67
MIR6081	98
MIR6082	110
MIR6083	107
MIR6084	111
MIR6085	111
MIR6086	56
MIR6087	50
MIR6088	52
MIR6089	65
MIR609	96
MIR6090	61
MIR610	97
MIR611	68
MIR612	101
MIR6124	86
MIR6125	97
MIR6126	90
MIR6127	110
MIR6128	110
MIR6129	110
MIR613	96
MIR6130	110
MIR6131	110
MIR6132	110
MIR6133	109
MIR6134	110
MIR614	91
MIR615	97
MIR616	96
MIR6165	85
MIR617	98
MIR618	99
MIR619	100
MIR620	96
MIR621	97
MIR622	97
MIR623	99
MIR624	98
MIR625	86
MIR626	95
MIR627	98
MIR628	96
MIR629	98
MIR630	98
MIR631	76
MIR632	95
MIR633	99
MIR634	98
MIR635	99
MIR636	100
MIR637	100
MIR638	101
MIR639	99
MIR640	97
MIR641	100
MIR642A	98
MIR642B	78
MIR643	95
MIR644A	95
MIR645	95
MIR646	95
MIR646HG	183768
MIR647	97
MIR648	95
MIR649	98
MIR6499	63
MIR650	97
MIR6500	87
MIR6501	68
MIR6502	77
MIR6503	87
MIR6504	62
MIR6505	72
MIR6506	67
MIR6507	71
MIR6508	61
MIR6509	85
MIR651	98
MIR6510	55
MIR6511A1	68
MIR6511A2	68
MIR6511A3	68
MIR6511A4	68
MIR6511B1	86
MIR6511B2	72
MIR6512	78
MIR6513	65
MIR6514	71
MIR6515	58
MIR6516	82
MIR652	99
MIR653	97
MIR654	82
MIR655	98
MIR656	79
MIR657	99
MIR658	101
MIR659	98
MIR660	98
MIR661	90
MIR662	96
MIR663A	94
MIR663AHG	22216
MIR663B	116
MIR664A	79
MIR664B	62
MIR665	73
MIR668	67
MIR670	99
MIR670HG	1096
MIR671	119
MIR6715A	80
MIR6715B	78
MIR6716	81
MIR6717	74
MIR6718	81
MIR6719	88
MIR6720	99
MIR6721	88
MIR6722	79
MIR6723	90
MIR6724-1	93
MIR6724-2	93
MIR6724-3	93
MIR6724-4	93
MIR6726	62
MIR6727	66
MIR6728	90
MIR6729	66
MIR6730	68
MIR6731	73
MIR6732	61
MIR6733	62
MIR6734	69
MIR6735	74
MIR6736	60
MIR6737	71
MIR6738	65
MIR6739	76
MIR6740	114
MIR6741	64
MIR6742	63
MIR6743	72
MIR6744	67
MIR6745	128
MIR6746	64
MIR6747	62
MIR6748	72
MIR6749	70
MIR675	74
MIR6750	76
MIR6751	64
MIR6752	72
MIR6753	165
MIR6754	67
MIR6755	67
MIR6756	64
MIR6757	70
MIR6758	64
MIR6759	66
MIR676	68
MIR6760	69
MIR6761	73
MIR6762	87
MIR6763	66
MIR6764	62
MIR6765	88
MIR6766	73
MIR6767	67
MIR6768	73
MIR6769A	74
MIR6769B	63
MIR6770-1	61
MIR6770-2	61
MIR6770-3	61
MIR6771	61
MIR6772	65
MIR6773	75
MIR6774	71
MIR6775	70
MIR6776	60
MIR6777	67
MIR6778	74
MIR6779	65
MIR6780A	69
MIR6780B	80
MIR6781	65
MIR6782	70
MIR6783	65
MIR6784	68
MIR6785	82
MIR6786	114
MIR6787	62
MIR6788	67
MIR6789	99
MIR6790	64
MIR6791	68
MIR6792	68
MIR6793	64
MIR6794	69
MIR6795	69
MIR6796	63
MIR6797	73
MIR6798	68
MIR6799	70
MIR6800	83
MIR6801	80
MIR6802	66
MIR6803	66
MIR6804	69
MIR6805	63
MIR6806	65
MIR6807	93
MIR6808	60
MIR6809	117
MIR6810	71
MIR6811	59
MIR6812	65
MIR6813	57
MIR6814	71
MIR6815	62
MIR6816	67
MIR6817	67
MIR6818	66
MIR6819	62
MIR6820	63
MIR6821	75
MIR6822	62
MIR6823	62
MIR6824	64
MIR6825	67
MIR6826	99
MIR6827	60
MIR6828	61
MIR6829	68
MIR6830	71
MIR6831	82
MIR6832	73
MIR6833	62
MIR6834	82
MIR6835	65
MIR6836	64
MIR6837	65
MIR6838	57
MIR6839	114
MIR6840	72
MIR6841	73
MIR6842	66
MIR6843	152
MIR6844	63
MIR6845	62
MIR6846	61
MIR6847	70
MIR6848	71
MIR6849	70
MIR6850	62
MIR6851	68
MIR6852	67
MIR6853	75
MIR6854	70
MIR6855	68
MIR6856	68
MIR6857	94
MIR6858	68
MIR6859-1	69
MIR6859-2	69
MIR6859-3	69
MIR6859-4	69
MIR6860	67
MIR6861	65
MIR6862-1	71
MIR6862-2	71
MIR6863	91
MIR6864	71
MIR6865	66
MIR6866	70
MIR6867	68
MIR6868	59
MIR6869	63
MIR6870	61
MIR6871	57
MIR6872	63
MIR6873	64
MIR6874	72
MIR6875	73
MIR6876	74
MIR6877	65
MIR6878	67
MIR6879	67
MIR6880	63
MIR6881	77
MIR6882	67
MIR6883	79
MIR6884	79
MIR6885	67
MIR6886	62
MIR6887	66
MIR6888	68
MIR6889	60
MIR6890	62
MIR6891	42
MIR6892	116
MIR6893	70
MIR6894	58
MIR6895	79
MIR7-1	111
MIR7-2	111
MIR7-3	111
MIR7-3HG	3453
MIR708	89
MIR7106	66
MIR7107	81
MIR7108	88
MIR7109	66
MIR711	77
MIR7110	87
MIR7111	73
MIR7112	66
MIR7113	60
MIR7114	62
MIR7150	95
MIR7151	61
MIR7152	55
MIR7153	58
MIR7154	74
MIR7155	57
MIR7156	61
MIR7157	61
MIR7158	72
MIR7159	67
MIR7160	53
MIR7161	85
MIR7162	70
MIR718	71
MIR744	99
MIR7515	68
MIR7515HG	1414
MIR758	89
MIR759	92
MIR760	81
MIR761	60
MIR762	84
MIR762HG	19760
MIR764	86
MIR7641-1	62
MIR7641-2	51
MIR765	115
MIR766	112
MIR767	110
MIR769	119
MIR770	99
MIR7702	60
MIR7703	78
MIR7704	60
MIR7705	58
MIR7706	68
MIR7843	80
MIR7844	123
MIR7845	100
MIR7846	97
MIR7847	104
MIR7848	102
MIR7849	107
MIR7850	80
MIR7851	161
MIR7852	83
MIR7853	133
MIR7854	66
MIR7855	62
MIR7856	57
MIR7973-1	77
MIR7973-2	77
MIR7974	80
MIR7975	69
MIR7976	67
MIR7977	50
MIR7978	60
MIR802	95
MIR8052	70
MIR8053	74
MIR8054	87
MIR8055	98
MIR8056	83
MIR8057	70
MIR8058	90
MIR8059	82
MIR8060	77
MIR8061	76
MIR8062	86
MIR8063	82
MIR8064	91
MIR8065	101
MIR8066	79
MIR8067	78
MIR8068	69
MIR8069-1	87
MIR8069-2	87
MIR8070	89
MIR8071-1	66
MIR8071-2	66
MIR8072	81
MIR8073	73
MIR8074	82
MIR8075	81
MIR8076	84
MIR8077	76
MIR8078	85
MIR8079	73
MIR8080	90
MIR8081	96
MIR8082	82
MIR8083	90
MIR8084	90
MIR8085	66
MIR8086	94
MIR8087	79
MIR8088	87
MIR8089	83
MIR8485	92
MIR873	78
MIR874	79
MIR875	77
MIR876	82
MIR877	87
MIR885	75
MIR887	80
MIR888	78
MIR889	80
MIR890	78
MIR891A	80
MIR891B	80
MIR892A	76
MIR892B	78
MIR892C	78
MIR9-1	90
MIR9-2	88
MIR9-3	91
MIR9-3HG	36910
MIR920	76
MIR921	57
MIR922	82
MIR924	54
MIR924HG	545073
MIR92A1	79
MIR92A2	76
MIR92B	97
MIR93	81
MIR933	78
MIR934	84
MIR935	92
MIR936	99
MIR937	87
MIR938	84
MIR939	83
MIR940	95
MIR941-1	73
MIR941-2	73
MIR941-3	73
MIR941-4	73
MIR941-5	73
MIR942	87
MIR943	95
MIR944	89
MIR95	82
MIR9500	66
MIR96	78
MIR98	120
MIR99A	82
MIR99AHG	540288
MIR99B	71
MIRLET7A1	81
MIRLET7A2	73
MIRLET7A3	75
MIRLET7B	84
MIRLET7BHG	27933
MIRLET7C	85
MIRLET7D	88
MIRLET7DHG	27998
MIRLET7E	80
MIRLET7F1	88
MIRLET7F2	84
MIRLET7G	85
MIRLET7I	85
MIS12	4438
MIS18A	10848
MIS18BP1	50214
MISP	13208
MISP3	2055
MITD1	11800
MITF	228904
MIXL1	3439
MKI67	29545
MKKS	27147
MKL1	123601
MKL2	195468
MKLN1	386545
MKLN1-AS	18037
MKNK1	46889
MKNK1-AS1	31561
MKNK2	13775
MKRN1	26531
MKRN2	26699
MKRN2OS	5685
MKRN3	2714
MKRN7P	1634
MKRN9P	1827
MKS1	13871
MKX	72977
MKX-AS1	23186
MLANA	18915
MLC1	25963
MLEC	14742
MLF1	35298
MLF2	4926
MLH1	57498
MLH3	37770
MLIP	199170
MLIP-IT1	8264
MLK7-AS1	84325
MLKL	29295
MLLT1	69569
MLLT10	210283
MLLT10P1	556
MLLT11	8824
MLLT3	280325
MLLT6	24185
MLN	9346
MLNR	2041
MLPH	68910
MLST8	4242
MLX	6145
MLXIP	115262
MLXIPL	31348
MLYCD	17059
MMAA	40649
MMAB	19839
MMACHC	10885
MMADHC	18185
MMD	29369
MMD2	66970
MME	104084
MMEL1	42402
MMGT1	11905
MMP1	8327
MMP10	10128
MMP11	11499
MMP12	12306
MMP13	12744
MMP14	11068
MMP15	21336
MMP16	290259
MMP17	23380
MMP19	7555
MMP2	27863
MMP20	48499
MMP21	9365
MMP23A	1870
MMP23B	2472
MMP24	50267
MMP24-AS1	1826
MMP25	14044
MMP25-AS1	7247
MMP26	4240
MMP27	14055
MMP28	39445
MMP3	7894
MMP7	10247
MMP8	13161
MMP9	7655
MMRN1	59730
MMRN2	22129
MMS19	40287
MMS22L	141017
MN1	53223
MNAT1	233941
MND1	70448
MNDA	18104
MNS1	36408
MNT	16906
MNX1	4584
MNX1-AS1	5569
MOAP1	2710
MOB1A	25718
MOB1B	74405
MOB2	11440
MOB3A	25236
MOB3B	204645
MOB3C	7420
MOB4	38130
MOBP	48432
MOCOS	81207
MOCS1	23423
MOCS2	14095
MOCS3	3050
MOG	15393
MOGAT1	38194
MOGAT2	15141
MOGAT3	5292
MOGS	4355
MOK	76381
MON1A	21145
MON1B	8729
MON2	130768
MORC1	159908
MORC2	43158
MORC2-AS1	4347
MORC3	56459
MORC4	59512
MORF4L1	24960
MORF4L2	11322
MORF4L2-AS1	5274
MORN1	70500
MORN2	6749
MORN3	18269
MORN4	19036
MORN5	40182
MOS	1042
MOSPD1	27720
MOSPD2	47934
MOSPD3	3277
MOV10	26436
MOV10L1	71683
MOXD1	105481
MOXD2P	6332
MPC1	18095
MPC1L	575
MPC2	19528
MPDU1	4564
MPDZ	173862
MPEG1	4513
MPG	8834
MPHOSPH10	19790
MPHOSPH6	22064
MPHOSPH8	39813
MPHOSPH9	76844
MPI	9448
MPL	16662
MPLKIP	1911
MPND	16561
MPO	11081
MPP1	26845
MPP2	25276
MPP3	32382
MPP4	53822
MPP5	94768
MPP6	120359
MPP7	231105
MPPE1	25327
MPPED1	94782
MPPED2	201892
MPRIP	149890
MPST	10182
MPV17	13611
MPV17L	13934
MPV17L2	3512
MPZ	5239
MPZL1	69971
MPZL2	11122
MPZL3	25680
MR1	28515
MRAP	22972
MRAP2	57187
MRAS	57889
MRC1	348751
MRC2	66202
MRE11A	76573
MREG	71034
MRFAP1	2654
MRFAP1L1	2179
MRGBP	5335
MRGPRD	967
MRGPRE	4577
MRGPRF	8990
MRGPRF-AS1	6096
MRGPRG	871
MRGPRG-AS1	4801
MRGPRX1	1191
MRGPRX2	5563
MRGPRX3	17527
MRGPRX4	1445
MRI1	9770
MRLN	16457
MRM1	7384
MRM2	7909
MRM3	10182
MRO	24946
MROH1	65451
MROH2A	57746
MROH2B	73324
MROH5	73403
MROH6	6567
MROH7	68529
MROH7-TTC4	100917
MROH8	78364
MROH9	129296
MRPL1	90141
MRPL10	8271
MRPL11	3775
MRPL12	4158
MRPL13	49566
MRPL14	12815
MRPL15	13295
MRPL16	4739
MRPL17	3018
MRPL18	8619
MRPL19	15427
MRPL2	5518
MRPL20	5419
MRPL21	12559
MRPL22	28340
MRPL23	9339
MRPL23-AS1	6713
MRPL24	3831
MRPL27	5336
MRPL28	3187
MRPL3	40817
MRPL30	18480
MRPL32	5516
MRPL33	8026
MRPL34	1177
MRPL35	13923
MRPL36	1459
MRPL37	18218
MRPL38	6459
MRPL39	21835
MRPL4	8083
MRPL40	4178
MRPL41	700
MRPL42	36284
MRPL42P5	668
MRPL43	9695
MRPL44	10312
MRPL45	26114
MRPL45P2	42395
MRPL46	7926
MRPL47	16181
MRPL48	76741
MRPL49	5188
MRPL50	8672
MRPL51	1157
MRPL52	5156
MRPL53	859
MRPL54	4900
MRPL55	2635
MRPL57	2850
MRPL58	8599
MRPL9	4275
MRPS10	11096
MRPS11	5169
MRPS12	2313
MRPS14	10499
MRPS15	8680
MRPS16	3852
MRPS17	3424
MRPS18A	16617
MRPS18B	8690
MRPS18C	5793
MRPS2	4044
MRPS21	15154
MRPS22	13028
MRPS23	11148
MRPS24	2990
MRPS25	23088
MRPS26	2223
MRPS27	100850
MRPS28	111413
MRPS30	6593
MRPS31	41917
MRPS31P5	26759
MRPS33	8520
MRPS34	1246
MRPS35	45533
MRPS36	12414
MRPS5	36168
MRPS6	69513
MRPS7	4710
MRPS9	61937
MRRF	58862
MRS2	20573
MRS2P2	2691
MRTO4	8549
MRVI1	79212
MRVI1-AS1	58698
MS4A1	14945
MS4A10	15959
MS4A12	14652
MS4A13	27307
MS4A14	21743
MS4A15	19866
MS4A18	20206
MS4A2	9805
MS4A3	14489
MS4A4A	28433
MS4A5	18205
MS4A6A	11726
MS4A6E	6088
MS4A7	17470
MS4A8	16240
MSANTD1	7577
MSANTD2	33908
MSANTD3	24523
MSANTD3-TMEFF1	135732
MSANTD4	14368
MSC	2956
MSC-AS1	213191
MSGN1	583
MSH2	80163
MSH3	222169
MSH4	116369
MSH5	22732
MSH5-SAPCD1	24901
MSH6	23873
MSI1	27852
MSI2	428840
MSL1	14257
MSL2	45552
MSL3	9820
MSL3P1	2967
MSLN	8102
MSMB	12967
MSMO1	15498
MSMP	1288
MSN	74284
MSR1	84915
MSRA	374624
MSRB1	5062
MSRB2	26517
MSRB3	188266
MSS51	9984
MST1	4818
MST1L	9848
MST1P2	4848
MST1R	16636
MSTN	7031
MSTO1	4799
MSTO2P	4639
MSX1	4270
MSX2	6329
MSX2P1	2162
MT1A	1423
MT1B	1307
MT1DP	1256
MT1E	1441
MT1F	1362
MT1G	1332
MT1H	1317
MT1HL1	317
MT1IP	1763
MT1JP	1349
MT1L	1359
MT1M	1366
MT1X	1728
MT2A	933
MT3	1735
MT4	3910
MTA1	50873
MTA2	8639
MTA3	262380
MTAP	63336
MTBP	78239
MTCH1	18418
MTCH2	25350
MTCL1	115408
MTCP1	7240
MTDH	86083
MTERF1	7845
MTERF2	9877
MTERF3	22217
MTERF4	15240
MTF1	50055
MTF2	59848
MTFMT	28129
MTFP1	3432
MTFR1	63687
MTFR1L	13038
MTFR2	19307
MTG1	26555
MTG2	19731
MTHFD1	71968
MTHFD1L	236210
MTHFD2	16736
MTHFD2L	144987
MTHFD2P1	28772
MTHFR	20375
MTHFS	53452
MTHFSD	25029
MTIF2	32561
MTIF3	14552
MTM1	104571
MTMR1	71741
MTMR10	52665
MTMR11	7725
MTMR12	86003
MTMR14	52963
MTMR2	91329
MTMR3	147701
MTMR4	28360
MTMR6	41365
MTMR7	116736
MTMR8	127374
MTMR9	43656
MTMR9LP	10052
MTNR1A	21914
MTNR1B	13161
MTO1	39727
MTOR	156022
MTOR-AS1	5642
MTPAP	39539
MTPN	50703
MTR	108702
MTRF1	47199
MTRF1L	15451
MTRNR2L1	1556
MTRNR2L10	1122
MTRNR2L2	1037
MTRNR2L3	1384
MTRNR2L4	1232
MTRNR2L5	1739
MTRNR2L6	1396
MTRNR2L7	1495
MTRNR2L8	1291
MTRNR2L9	528
MTRR	32020
MTSS1	177739
MTSS1L	24849
MTTP	59921
MTURN	27831
MTUS1	78429
MTUS2	481338
MTUS2-AS1	11237
MTVR2	813
MTX1	5142
MTX2	68632
MTX3	14551
MUC1	4408
MUC12	49328
MUC13	29308
MUC15	13238
MUC16	132500
MUC17	38778
MUC19	177363
MUC2	29543
MUC20	12673
MUC21	4931
MUC22	29452
MUC3A	64569
MUC4	65208
MUC5AC	70788
MUC5B	39113
MUC6	23884
MUC7	52507
MUCL1	3877
MUL1	8735
MUM1	23456
MUM1L1	40653
MURC	10310
MUS81	6044
MUSK	132229
MUSTN1	2106
MUT	32970
MUTYH	10717
MVB12A	19655
MVB12B	70791
MVD	11211
MVK	23577
MVP	27647
MX1	38658
MX2	46921
MXD1	27905
MXD3	6793
MXD4	14581
MXI1	79762
MXRA5	38080
MXRA7	37357
MXRA8	5860
MYADM	10853
MYADML	2158
MYADML2	7590
MYB	37860
MYBBP1A	16492
MYBL1	51076
MYBL2	49479
MYBPC1	90951
MYBPC2	33425
MYBPC3	21298
MYBPH	8005
MYBPHL	14678
MYC	5367
MYCBP	10890
MYCBP2	282387
MYCBP2-AS1	12264
MYCBPAP	23119
MYCL	6593
MYCN	6571
MYCNOS	5460
MYCNUT	15621
MYCT1	26687
MYD88	4545
MYDGF	12860
MYEF2	38935
MYEOV	3151
MYF5	2741
MYF6	1850
MYH1	26234
MYH10	156558
MYH11	153897
MYH13	72141
MYH14	106918
MYH15	148955
MYH16	24672
MYH2	28477
MYH3	28785
MYH4	26270
MYH6	26289
MYH7	22950
MYH7B	46604
MYH8	31627
MYH9	106791
MYHAS	242410
MYL1	13473
MYL10	15973
MYL12A	8757
MYL12B	16173
MYL2	9782
MYL3	5618
MYL4	14619
MYL5	4108
MYL6	3323
MYL6B	5569
MYL7	2455
MYL9	8341
MYLIP	19163
MYLK	8313
MYLK-AS1	45308
MYLK-AS2	2765
MYLK2	15324
MYLK3	60966
MYLK4	87293
MYLPF	7059
MYNN	16653
MYO10	274371
MYO15A	71098
MYO15B	38790
MYO16	611857
MYO16-AS1	3400
MYO18A	106881
MYO18B	288898
MYO19	39708
MYO1A	21602
MYO1B	180010
MYO1C	21573
MYO1D	384653
MYO1E	236905
MYO1F	56659
MYO1G	16446
MYO1H	59654
MYO3A	278465
MYO3B	477021
MYO5A	221769
MYO5B	372297
MYO5C	103482
MYO6	170363
MYO7A	56733
MYO7B	101927
MYO9A	292081
MYO9B	137515
MYOC	17218
MYOCD	103060
MYOD1	2570
MYOF	175890
MYOG	2911
MYOM1	153303
MYOM2	100224
MYOM3	56136
MYOT	19997
MYOZ1	10147
MYOZ2	52007
MYOZ3	18529
MYPN	105901
MYPOP	12583
MYRF	35883
MYRFL	133404
MYRIP	451408
MYSM1	45338
MYT1	77781
MYT1L	542202
MYT1L-AS1	7878
MYZAP	93462
MZB1	2350
MZF1	11660
MZF1-AS1	15613
MZT1	19445
MZT2A	8533
MZT2B	8801
N4BP1	71485
N4BP2	101350
N4BP2L1	27457
N4BP2L2	106309
N4BP2L2-IT2	4891
N4BP3	12553
N6AMT1	13184
NAA10	5329
NAA11	8901
NAA15	89261
NAA16	65827
NAA20	16341
NAA25	82144
NAA30	22197
NAA35	81150
NAA38	1208
NAA40	18351
NAA50	29841
NAA60	43354
NAAA	30360
NAALAD2	57963
NAALADL1	13716
NAALADL2	946319
NAALADL2-AS1	2757
NAALADL2-AS2	36005
NAALADL2-AS3	35932
NAB1	43873
NAB2	6584
NABP1	10452
NABP2	5515
NACA	12867
NACA2	771
NACAD	8459
NACAP1	704
NACC1	22861
NACC2	88750
NADK	27240
NADK2	48804
NADSYN1	48366
NAE1	28100
NAF1	40215
NAGA	12510
NAGK	10592
NAGLU	8517
NAGPA	9099
NAGPA-AS1	9271
NAGS	4406
NAIF1	6089
NAIP	56633
NALCN	362685
NALCN-AS1	351061
NALT1	1904
NAMA	19919
NAMPT	36908
NANOG	6667
NANOGNB	8907
NANOS1	4018
NANOS2	1565
NANOS3	3510
NANP	11077
NANS	26408
NAP1L1	39652
NAP1L2	2575
NAP1L3	2759
NAP1L4	47949
NAP1L5	2324
NAP1L6	2045
NAPA	27626
NAPA-AS1	17317
NAPB	47002
NAPEPLD	49548
NAPG	26895
NAPRT	3568
NAPSA	7360
NAPSB	10950
NARF	30085
NARFL	11285
NARR	1899
NARS	21285
NARS2	138904
NASP	34920
NAT1	53229
NAT10	41349
NAT14	2380
NAT16	9785
NAT2	9970
NAT6	2489
NAT8	1689
NAT8B	833
NAT8L	9579
NAT9	5898
NATD1	14396
NAV1	178654
NAV2	770878
NAV2-AS2	5530
NAV2-AS4	13187
NAV2-AS5	4558
NAV3	381725
NAXD	24537
NAXE	2535
NBAS	394442
NBAT1	12593
NBEA	730451
NBEAL1	203117
NBEAL2	30023
NBEAP1	86685
NBL1	15228
NBN	51337
NBPF1	51180
NBPF10	1172752
NBPF11	33771
NBPF12	93784
NBPF13P	14864
NBPF14	96509
NBPF15	38081
NBPF18P	4233
NBPF20	2320935
NBPF22P	15105
NBPF25P	859477
NBPF3	44812
NBPF4	20742
NBPF6	20358
NBPF7	10117
NBPF8	215450
NBPF9	215450
NBR1	41222
NBR2	19527
NCALD	104671
NCAM1	303952
NCAM1-AS1	4371
NCAM2	541886
NCAN	40281
NCAPD2	37836
NCAPD3	72091
NCAPG	34053
NCAPG2	73663
NCAPH	41356
NCAPH2	11548
NCBP1	40326
NCBP2	7040
NCBP2-AS2	1392
NCBP3	39502
NCCRP1	4920
NCDN	8989
NCEH1	80575
NCF1	15413
NCF1B	15307
NCF1C	15420
NCF2	35044
NCF4	17031
NCK1	89404
NCK1-AS1	20089
NCK2	149212
NCKAP1	114009
NCKAP1L	45406
NCKAP5	896661
NCKAP5L	37281
NCKIPSD	12096
NCL	9748
NCLN	23700
NCMAP	53253
NCOA1	186226
NCOA2	293495
NCOA3	155022
NCOA4	25628
NCOA5	28956
NCOA6	67631
NCOA7	150871
NCOA7-AS1	20999
NCOR1	164547
NCOR1P1	10627
NCOR2	243055
NCR1	6933
NCR2	15099
NCR3	4104
NCR3LG1	25561
NCRNA00250	4570
NCRUPAR	487
NCS1	64728
NCSTN	15681
NDC1	73093
NDC80	45126
NDE1	83086
