gene	chrom	status
Hgfac	chr5	Uncertain
Hgs	chr11	Uncertain
Hgsnat	chr8	Uncertain
Hhat	chr1	Uncertain
Hhatl	chr9	Uncertain
Hhex	chr19	Uncertain
Hhip	chr8	Uncertain
Hhipl1	chr12	Uncertain
Hiat1	chr3	Uncertain
Hiatl1	chr13	Uncertain
Hibadh	chr6	BAE
Hibch	chr1	Uncertain
Hic1	chr11	Uncertain
Hic2	chr16	Uncertain
Hid1	chr11	Uncertain
Hif1a	chr12	Uncertain
Hif1an	chr19	Uncertain
Higd1a	chr9	BAE
Higd1b	chr11	Uncertain
Higd2a	chr13	Uncertain
Hilpda	chr6	Uncertain
Hils1	chr11	Uncertain
Hinfp	chr9	BAE
Hint1	chr11	Uncertain
Hint2	chr4	Uncertain
Hint3	chr10	Uncertain
Hip1	chr5	Uncertain
Hip1r	chr5	BAE
Hipk1	chr3	BAE
Hipk2	chr6	Uncertain
Hipk3	chr2	BAE
Hipk4	chr7	Uncertain
Hira	chr16	Uncertain
Hirip3	chr7	Uncertain
Hist1h1a	chr13	Uncertain
Hist1h1b	chr13	Uncertain
Hist1h1c	chr13	Uncertain
Hist1h1e	chr13	Uncertain
Hist1h1e1	NA	Uncertain
Hist1h2ab	chr13	Uncertain
Hist1h2ac	chr13	Uncertain
Hist1h2ad	NA	Uncertain
Hist1h2ai	NA	Uncertain
Hist1h2ak	NA	Uncertain
Hist1h2an	chr13	Uncertain
Hist1h2bb	chr13	Uncertain
Hist1h2bc	chr13	Uncertain
Hist1h2be	chr13	Uncertain
Hist1h2bj	NA	Uncertain
Hist1h2bk	chr13	Uncertain
Hist1h2bm	NA	Uncertain
Hist1h2bn	chr13	Uncertain
Hist1h3a	chr13	Uncertain
Hist1h3c	chr13	Uncertain
Hist1h3d	NA	Uncertain
Hist1h3h	chr13	Uncertain
Hist1h3i	chr13	Uncertain
Hist1h4a	chr13	Uncertain
Hist1h4b	chr13	Uncertain
Hist1h4i	chr13	Uncertain
Hist1h4j	NA	Uncertain
Hist1h4k	NA	Uncertain
Hist3h2a	chr11	Uncertain
Hist3h2ba	chr11	Uncertain
Hist3h2bb-ps	chr11	Uncertain
Hist4h4	chr6	Uncertain
Hivep1	chr13	Uncertain
Hivep2	chr10	Uncertain
Hivep3	chr4	Uncertain
Hjurp	chr1	Uncertain
Hk1	chr10	Uncertain
Hk2	chr6	rMAE
Hk3	chr13	Uncertain
Hkdc1	chr10	Uncertain
Hlcs	chr16	Uncertain
Hlf	chr11	Uncertain
Hltf	chr3	Uncertain
Hlx	chr1	Uncertain
Hmbox1	chr14	BAE
Hmbs	chr9	Uncertain
Hmcn1	chr1	Uncertain
Hmg20a	chr9	Uncertain
Hmg20b	chr10	Uncertain
Hmga1	chr17	Uncertain
Hmga2	chr10	Uncertain
Hmga2-ps1	chr1	Uncertain
Hmgb1	NA	Uncertain
Hmgb2	chr8	Uncertain
Hmgb3	NA	Uncertain
Hmgcl	chr4	Uncertain
Hmgcll1	chr9	Uncertain
Hmgcr	chr13	BAE
Hmgcs2	chr3	Uncertain
Hmgn1	chr16	Uncertain
Hmgn2	chr4	Uncertain
Hmgn3	chr9	Uncertain
Hmgn5	NA	Uncertain
Hmgxb3	chr18	Uncertain
Hmgxb4	chr8	Uncertain
Hmha1	chr10	Uncertain
Hmmr	chr11	BAE
Hmox1	chr8	Uncertain
Hmox2	NA	Uncertain
Hmx2	chr7	Uncertain
Hn1	NA	Uncertain
Hn1l	chr17	Uncertain
Hnf1a	chr5	Uncertain
Hnf1b	chr11	Uncertain
Hnmt	NA	Uncertain
Hnrnpa0	chr13	Uncertain
Hnrnpa1	chr15	Uncertain
Hnrnpa2b1	chr6	BAE
Hnrnpa3	NA	Uncertain
Hnrnpab	chr11	Uncertain
Hnrnpc	chr14	Uncertain
Hnrnpd	chr5	Uncertain
Hnrnpf	chr6	Uncertain
Hnrnph1	chr11	Uncertain
Hnrnph3	chr10	Uncertain
Hnrnpk	NA	Uncertain
Hnrnpl	chr7	Uncertain
Hnrnpm	chr17	Uncertain
Hnrnpr	chr4	Uncertain
Hnrnpu	chr1	rMAE
Hnrnpul1	chr7	Uncertain
Hnrnpul2	chr19	Uncertain
Hnrpdl	chr5	Uncertain
Hnrpll	chr17	Uncertain
Hoga1	chr19	Uncertain
Homer1	chr13	Uncertain
Homer2	chr7	Uncertain
Homer3	chr8	Uncertain
Homez	chr14	Uncertain
Hook1	chr4	Uncertain
Hook2	chr8	Uncertain
Hook3	chr8	BAE
Hopx	chr5	Uncertain
Hormad2	chr11	Uncertain
Hotair	chr15	Uncertain
Hoxa1	chr6	Uncertain
Hoxa10	chr6	Uncertain
Hoxa11	chr6	Uncertain
Hoxa11as	chr6	Uncertain
Hoxa2	chr6	Uncertain
Hoxa3	chr6	Uncertain
Hoxa4	chr6	Uncertain
Hoxa5	NA	Uncertain
Hoxa6	chr6	Uncertain
Hoxa7	chr6	Uncertain
Hoxa9	chr6	Uncertain
Hoxb1	chr11	Uncertain
Hoxb2	chr11	Uncertain
Hoxb3	chr11	Uncertain
Hoxb4	chr11	Uncertain
Hoxb5	chr11	Uncertain
Hoxb6	chr11	Uncertain
Hoxb7	chr11	Uncertain
Hoxb8	chr11	Uncertain
Hoxb9	chr11	Uncertain
Hoxc10	chr15	Uncertain
Hoxc13	chr15	Uncertain
Hoxc4	chr15	Uncertain
Hoxc5	chr15	Uncertain
Hoxc6	NA	Uncertain
Hoxc8	chr15	Uncertain
Hoxd1	chr2	Uncertain
Hoxd11	chr2	Uncertain
Hoxd13	NA	Uncertain
Hoxd3	NA	Uncertain
Hoxd8	NA	Uncertain
Hoxd9	NA	Uncertain
Hp	chr8	Uncertain
Hp1bp3	chr4	Uncertain
Hpca	chr4	Uncertain
Hpcal1	chr12	Uncertain
Hpcal4	NA	Uncertain
Hpdl	chr4	Uncertain
Hpgd	chr8	Uncertain
Hpgds	chr6	Uncertain
Hpn	chr7	Uncertain
Hprt	NA	Uncertain
Hps1	chr19	Uncertain
Hps3	chr3	Uncertain
Hps4	chr5	BAE
Hps5	chr7	Uncertain
Hps6	chr19	Uncertain
Hpse	chr5	Uncertain
Hpse2	chr19	Uncertain
Hras1	chr7	Uncertain
Hrasls	chr16	Uncertain
Hrc	chr7	Uncertain
Hrct1	chr4	Uncertain
Hrh1	chr6	Uncertain
Hrh2	chr13	Uncertain
Hrk	chr5	Uncertain
Hrnr	NA	Uncertain
Hrsp12	chr15	Uncertain
Hs1bp3	chr12	Uncertain
Hs2st1	chr3	Uncertain
Hs3st1	chr5	Uncertain
Hs3st2	chr7	Uncertain
Hs3st3a1	chr11	Uncertain
Hs3st3b1	chr11	Uncertain
Hs3st5	NA	Uncertain
Hs6st1	chr1	Uncertain
Hs6st2	NA	Uncertain
Hs6st3	NA	Uncertain
Hsbp1	chr8	Uncertain
Hsbp1l1	NA	Uncertain
Hscb	chr5	Uncertain
Hsd11b1	chr1	Uncertain
Hsd11b2	chr8	Uncertain
Hsd17b1	chr11	Uncertain
Hsd17b10	NA	Uncertain
Hsd17b11	chr5	Uncertain
Hsd17b12	chr2	BAE
Hsd17b13	chr5	Uncertain
Hsd17b4	chr18	Uncertain
Hsd17b7	chr1	BAE
Hsd3b3	NA	Uncertain
Hsd3b7	NA	Uncertain
Hsdl1	chr8	Uncertain
Hsdl2	chr4	Uncertain
Hsf1	chr15	Uncertain
Hsf2	chr10	Uncertain
Hsf2bp	chr17	Uncertain
Hsf4	chr8	Uncertain
Hsf5	chr11	Uncertain
Hsh2d	chr8	Uncertain
Hsp90aa1	chr12	Uncertain
Hsp90ab1	chr17	BAE
Hsp90b1	chr10	Uncertain
Hspa12a	chr19	Uncertain
Hspa12b	chr2	Uncertain
Hspa13	chr16	BAE
Hspa14	chr2	BAE
Hspa1l	NA	Uncertain
Hspa2	chr12	Uncertain
Hspa4	chr11	Uncertain
Hspa4l	chr3	Uncertain
Hspa5	chr2	Uncertain
Hspa8	chr9	Uncertain
Hspa9	chr18	Uncertain
Hspb1	chr5	Uncertain
Hspb11	chr4	Uncertain
Hspb2	chr9	Uncertain
Hspb6	chr7	Uncertain
Hspb7	chr4	Uncertain
Hspb8	chr5	Uncertain
Hspb9	chr11	Uncertain
Hspbap1	chr16	BAE
Hspbp1	chr7	Uncertain
Hspd1	chr1	Uncertain
Hspe1	chr1	Uncertain
Hspg2	chr4	Uncertain
Hsph1	chr5	Uncertain
Htatip2	chr7	Uncertain
Htatsf1	NA	Uncertain
Htr1b	NA	Uncertain
Htr1d	chr4	Uncertain
Htr1f	chr16	Uncertain
Htr2b	chr1	Uncertain
Htr3a	NA	Uncertain
Htr5b	chr1	Uncertain
Htr7	chr19	Uncertain
Htra1	chr7	Uncertain
Htra2	chr6	Uncertain
Htra3	chr5	Uncertain
Htra4	chr8	Uncertain
Htt	chr5	rMAE
Hunk	chr16	Uncertain
Hus1	chr11	Uncertain
Huwe1	NA	Uncertain
Hvcn1	chr5	Uncertain
Hyal1	chr9	Uncertain
Hyal2	chr9	Uncertain
Hyal3	chr9	Uncertain
Hyal4	chr6	Uncertain
Hyal6	chr6	Uncertain
Hydin	chr8	Uncertain
Hyi	chr4	Uncertain
Hyls1	chr9	Uncertain
Hyou1	chr9	Uncertain
I730030J21Rik	chr15	Uncertain
I830077J02Rik	chr3	Uncertain
Iah1	chr12	Uncertain
Iapp	chr6	Uncertain
Iars	chr13	BAE
Iba57	chr11	Uncertain
Ibsp	chr5	Uncertain
Ibtk	chr9	Uncertain
Ica1	chr6	Uncertain
Ica1l	chr1	Uncertain
Icam1	chr9	Uncertain
Icam2	chr11	Uncertain
Icam5	chr9	Uncertain
Ick	chr9	Uncertain
Icmt	chr4	Uncertain
Icos	chr1	Uncertain
Icosl	chr10	Uncertain
Ict1	chr11	Uncertain
Id1	chr2	Uncertain
Id2	chr12	Uncertain
Id4	chr13	Uncertain
Ide	chr19	Uncertain
Idh1	chr1	Uncertain
Idh2	chr7	Uncertain
Idh3a	chr9	Uncertain
Idh3b	chr2	Uncertain
Idh3g	NA	Uncertain
Idi1	chr13	Uncertain
Idi2	chr13	Uncertain
Idnk	chr13	Uncertain
Ido2	chr8	Uncertain
Ids	NA	Uncertain
Idua	chr5	Uncertain
Ier2	chr8	Uncertain
Ier3ip1	chr18	Uncertain
Ier5	chr1	Uncertain
Ier5l	NA	Uncertain
Iffo1	chr6	Uncertain
Iffo2	chr4	Uncertain
Ifi202b	chr1	Uncertain
Ifi203	chr1	Uncertain
Ifi204	chr1	Uncertain
Ifi205	chr1	Uncertain
Ifi27l1	chr12	Uncertain
Ifi27l2a	chr12	Uncertain
Ifi27l2b	chr12	Uncertain
Ifi30	NA	Uncertain
Ifi35	chr11	Uncertain
Ifi44	chr3	Uncertain
Ifi44l	chr3	Uncertain
Ifi47	chr11	Uncertain
Ifih1	chr2	Uncertain
Ifit1	chr19	Uncertain
Ifit2	chr19	Uncertain
Ifitm1	chr7	Uncertain
Ifitm10	chr7	Uncertain
Ifitm2	chr7	Uncertain
Ifitm3	chr7	Uncertain
Ifitm5	chr7	Uncertain
Ifitm7	NA	Uncertain
Ifltd1	NA	Uncertain
Ifnar1	chr16	Uncertain
Ifnar2	chr16	rMAE
Ifnb1	chr4	Uncertain
Ifne	chr4	Uncertain
Ifngr1	chr10	BAE
Ifngr2	chr16	Uncertain
Ifnk	NA	Uncertain
Ifnlr1	chr4	Uncertain
Ifrd1	chr12	Uncertain
Ifrd2	chr9	BAE
Ift122	chr6	Uncertain
Ift140	chr17	Uncertain
Ift172	chr5	Uncertain
Ift27	chr15	Uncertain
Ift43	chr12	Uncertain
Ift46	chr9	Uncertain
Ift52	chr2	Uncertain
Ift57	chr16	Uncertain
Ift74	chr4	Uncertain
Ift80	chr3	Uncertain
Ift81	chr5	Uncertain
Ift88	chr14	Uncertain
Igbp1	NA	Uncertain
Igdcc3	chr9	Uncertain
Igdcc4	chr9	Uncertain
Igf1	chr10	Uncertain
Igf1r	chr7	Uncertain
Igf2	chr7	Uncertain
Igf2as	chr7	Uncertain
Igf2bp1	chr11	Uncertain
Igf2bp2	chr16	Uncertain
Igf2bp3	chr6	rMAE
Igf2r	chr17	Uncertain
Igfals	NA	Uncertain
Igfbp1	chr11	Uncertain
Igfbp2	chr1	Uncertain
Igfbp3	chr11	Uncertain
Igfbp4	chr11	Uncertain
Igfbp5	chr1	Uncertain
Igfbp6	chr15	Uncertain
Igfbp7	chr5	Uncertain
Igfbpl1	chr4	Uncertain
Igflr1	chr7	Uncertain
Igfn1	NA	Uncertain
Ighmbp2	chr19	Uncertain
Igj	chr5	Uncertain
Igll1	chr16	BAE
Iglon5	chr7	Uncertain
Igsf1	NA	Uncertain
Igsf11	NA	Uncertain
Igsf21	NA	Uncertain
Igsf23	chr7	Uncertain
Igsf3	chr3	Uncertain
Igsf5	chr16	Uncertain
Igsf6	chr7	Uncertain
Igsf8	chr1	rMAE
Igsf9	chr1	Uncertain
Igsf9b	chr9	Uncertain
Igtp	chr11	Uncertain
Ihh	chr1	Uncertain
Iigp1	chr18	Uncertain
Ik	chr18	Uncertain
Ikbip	chr10	Uncertain
Ikbkap	chr4	Uncertain
Ikbkb	chr8	Uncertain
Ikbke	chr1	Uncertain
Ikbkg	NA	Uncertain
Ikzf1	chr11	Uncertain
Ikzf2	chr1	Uncertain
Ikzf3	chr11	Uncertain
Ikzf4	chr10	Uncertain
Ikzf5	chr7	Uncertain
Il10	chr1	Uncertain
Il10ra	chr9	Uncertain
Il10rb	chr16	Uncertain
Il12a	chr3	Uncertain
Il12rb1	chr8	Uncertain
Il12rb2	chr6	Uncertain
Il13ra1	NA	Uncertain
Il15	chr8	Uncertain
Il15ra	chr2	Uncertain
Il16	chr7	Uncertain
Il17b	chr18	Uncertain
Il17c	chr8	Uncertain
Il17d	chr14	Uncertain
Il17f	chr1	Uncertain
Il17ra	chr6	Uncertain
Il17rb	chr14	Uncertain
Il17rc	chr6	Uncertain
Il17rd	chr14	Uncertain
Il17re	chr6	Uncertain
Il18	chr9	Uncertain
Il18bp	chr7	Uncertain
Il18r1	chr1	Uncertain
Il18rap	chr1	Uncertain
Il1a	chr2	Uncertain
Il1b	chr2	Uncertain
Il1f5	chr2	Uncertain
Il1f9	chr2	Uncertain
Il1r1	chr1	Uncertain
Il1r2	chr1	Uncertain
Il1rap	chr16	rMAE
Il1rl1	chr1	Uncertain
Il1rl2	chr1	Uncertain
Il1rn	chr2	Uncertain
Il20ra	chr10	Uncertain
Il20rb	chr9	Uncertain
Il21r	chr7	Uncertain
Il22ra1	chr4	Uncertain
Il23a	chr10	Uncertain
Il23r	chr6	Uncertain
Il27ra	chr8	Uncertain
Il2ra	chr2	rMAE
Il2rb	chr15	Uncertain
Il31ra	chr13	Uncertain
Il33	chr19	Uncertain
Il34	chr8	Uncertain
Il3ra	chr14	Uncertain
Il4i1	NA	Uncertain
Il4ra	chr7	Uncertain
Il5	chr11	Uncertain
Il5ra	chr6	BAE
Il6	chr5	Uncertain
Il6ra	chr3	Uncertain
Il6st	chr13	Uncertain
Il7	chr3	Uncertain
Il7r	chr15	BAE
Il8	chr5	Uncertain
Il9r	chr11	Uncertain
Ildr2	chr1	Uncertain
Ilf2	chr3	Uncertain
Ilf3	chr9	Uncertain
Ilk	chr7	Uncertain
Ilkap	chr1	Uncertain
Ilvbl	chr10	Uncertain
Immp1l	chr2	Uncertain
Immp2l	chr12	Uncertain
Immt	chr6	Uncertain
Imp3	chr9	Uncertain
Imp4	chr1	Uncertain
Impa1	chr3	Uncertain
Impa2	chr18	BAE
Impact	chr18	Uncertain
Impad1	chr4	Uncertain
Impdh1	chr6	rMAE
Impdh2	chr9	Uncertain
Impg1	NA	Uncertain
Impg2	chr16	Uncertain
Ina	chr19	Uncertain
Inadl	chr4	Uncertain
Inca1	chr11	Uncertain
Incenp	chr19	BAE
Inf2	chr12	Uncertain
Ing1	chr8	Uncertain
Ing2	chr8	Uncertain
Ing3	chr6	Uncertain
Ing4	chr6	Uncertain
Ing5	chr1	BAE
Inha	chr1	Uncertain
Inhba	chr13	Uncertain
Inhbb	chr1	Uncertain
Inhbc	chr10	Uncertain
Inip	chr4	Uncertain
Ino80	chr2	BAE
Ino80b	chr6	Uncertain
Ino80c	chr18	Uncertain
Ino80d	chr1	BAE
Ino80e	chr7	Uncertain
Inpp1	chr1	Uncertain
Inpp4a	chr1	Uncertain
Inpp4b	chr8	Uncertain
Inpp5a	chr7	Uncertain
Inpp5b	chr4	Uncertain
Inpp5d	chr1	Uncertain
Inpp5e	chr2	Uncertain
Inpp5f	chr7	BAE
Inpp5j	chr11	Uncertain
Inpp5k	chr11	BAE
Inppl1	chr7	Uncertain
Ins2	chr7	Uncertain
Insc	chr7	Uncertain
Insig1	chr5	Uncertain
Insig2	chr1	Uncertain
Insl3	NA	Uncertain
Insl5	chr4	Uncertain
Insl6	chr19	Uncertain
Insm1	chr2	Uncertain
Insr	chr8	BAE
Insrr	chr3	Uncertain
Ints1	chr5	BAE
Ints10	chr8	Uncertain
Ints12	chr3	Uncertain
Ints2	chr11	Uncertain
Ints21	NA	Uncertain
Ints3	chr3	Uncertain
Ints4	chr7	BAE
Ints5	chr19	Uncertain
Ints6	chr14	BAE
Ints7	chr1	Uncertain
Ints8	chr4	Uncertain
Ints9	chr14	BAE
Intu	chr3	Uncertain
Invs	chr4	Uncertain
Ip6k1	chr9	Uncertain
Ip6k2	chr9	Uncertain
Ip6k3	chr17	Uncertain
Ipcef1	chr10	Uncertain
Ipmk	chr10	Uncertain
Ipo11	chr13	BAE
Ipo13	chr4	Uncertain
Ipo4	chr14	Uncertain
Ipo5	chr14	Uncertain
Ipo7	chr7	BAE
Ipo8	chr6	Uncertain
Ipo9	chr1	BAE
Ipp	chr4	Uncertain
Iqcc	chr4	Uncertain
Iqcd	chr5	Uncertain
Iqce	chr5	Uncertain
Iqcg	chr16	Uncertain
Iqch	chr9	Uncertain
Iqch1	NA	Uncertain
Iqcj	NA	Uncertain
Iqcj-schip1	NA	Uncertain
Iqck	chr7	Uncertain
Iqgap1	chr7	rMAE
Iqgap2	chr13	rMAE
Iqgap3	chr3	Uncertain
Iqsec1	chr6	Uncertain
Iqsec2	NA	Uncertain
Iqsec3	chr6	Uncertain
Iqub	NA	Uncertain
Irak1	NA	Uncertain
Irak1bp1	chr9	Uncertain
Irak2	chr6	Uncertain
Irak3	chr10	Uncertain
Irak4	chr15	Uncertain
Ireb2	chr9	BAE
Irf1	chr11	Uncertain
Irf2	chr8	BAE
Irf2bp1	chr7	Uncertain
Irf2bp2	chr8	Uncertain
Irf2bpl	chr12	Uncertain
Irf3	chr7	Uncertain
Irf4	chr13	BAE
Irf5	chr6	Uncertain
Irf6	chr1	Uncertain
Irf7	chr7	Uncertain
Irf8	chr8	Uncertain
Irf9	chr14	Uncertain
Irg1	chr14	Uncertain
Irgm1	chr11	Uncertain
Irgm2	chr11	Uncertain
Irgq	chr7	Uncertain
Irs1	chr1	Uncertain
Irs2	chr8	BAE
Irs3	chr5	Uncertain
Irs4	NA	Uncertain
Irx1	chr13	Uncertain
Irx2	chr13	Uncertain
Irx3	chr8	Uncertain
Irx5	chr8	Uncertain
Irx6	chr8	Uncertain
Isca1	chr13	Uncertain
Isca2	chr12	Uncertain
Iscu	chr5	Uncertain
Isg15	chr4	Uncertain
Isg20	chr7	Uncertain
Isg20l2	chr3	Uncertain
Isl1	NA	Uncertain
Isl2	chr9	Uncertain
Islr	chr9	Uncertain
Islr2	NA	Uncertain
Ism1	chr2	Uncertain
Isoc1	chr18	Uncertain
Isoc2a	chr7	Uncertain
Isoc2b	chr7	Uncertain
Ispd	chr12	Uncertain
Ist1	chr8	Uncertain
Isy1	chr6	Uncertain
Isyna1	chr8	Uncertain
Itch	chr2	BAE
Itfg1	chr8	Uncertain
Itfg2	chr6	Uncertain
Itfg3	chr17	Uncertain
Itga1	chr13	Uncertain
Itga11	chr9	Uncertain
Itga2	chr13	Uncertain
Itga2b	chr11	Uncertain
Itga3	chr11	Uncertain
Itga4	chr2	BAE
Itga5	chr15	Uncertain
Itga6	chr2	Uncertain
Itga7	chr10	Uncertain
Itga8	chr2	Uncertain
Itga9	chr9	Uncertain
Itgad	chr7	Uncertain
Itgae	chr11	Uncertain
Itgal	chr7	BAE
Itgam	chr7	Uncertain
Itgav	chr2	Uncertain
Itgax	chr7	Uncertain
Itgb1	chr8	BAE
Itgb1bp1	chr12	Uncertain
Itgb1bp2	NA	Uncertain
Itgb2	chr10	Uncertain
Itgb2l	chr16	Uncertain
Itgb3	chr11	Uncertain
Itgb3bp	chr4	Uncertain
Itgb4	chr11	Uncertain
Itgb5	chr16	Uncertain
Itgb6	chr2	Uncertain
Itgb7	chr15	Uncertain
Itgb8	chr12	Uncertain
Itgbl1	chr14	Uncertain
Itih2	chr2	Uncertain
Itih3	chr14	Uncertain
Itih4	chr14	Uncertain
Itih5	chr2	Uncertain
Itk	chr11	Uncertain
Itm2a	NA	Uncertain
Itm2b	chr14	Uncertain
Itm2c	chr1	Uncertain
Itpa	chr2	Uncertain
Itpk1	chr12	Uncertain
Itpkb	chr1	BAE
Itpkc	chr7	Uncertain
Itpr1	chr6	BAE
Itpr2	chr6	BAE
Itpr3	chr17	Uncertain
Itprip	chr19	Uncertain
Itpripl1	chr2	Uncertain
Itpripl2	chr7	Uncertain
Itsn1	chr16	Uncertain
Itsn2	chr12	Uncertain
Ivd	chr2	Uncertain
Ivl	chr3	Uncertain
Ivns1abp	chr1	Uncertain
Iws1	chr18	Uncertain
Izumo1	chr7	Uncertain
Izumo3	chr4	Uncertain
Izumo4	NA	Uncertain
Jag1	chr2	Uncertain
Jag2	chr12	Uncertain
Jagn1	chr6	Uncertain
Jak1	chr4	Uncertain
Jak2	chr19	Uncertain
Jak3	chr8	Uncertain
Jakmip1	chr5	Uncertain
Jakmip2	chr18	Uncertain
Jakmip3	chr7	Uncertain
Jam2	chr16	Uncertain
Jarid2	chr13	Uncertain
Jazf1	chr6	Uncertain
Jdp2	chr12	Uncertain
Jhdm1d	chr6	Uncertain
Jkamp	chr12	Uncertain
Jmjd1c	chr10	rMAE
Jmjd4	chr11	Uncertain
Jmjd5	NA	Uncertain
Jmjd6	chr11	Uncertain
Jmjd7	chr2	Uncertain
Jmjd8	chr17	Uncertain
Jmy	chr13	Uncertain
Josd1	chr15	Uncertain
Josd2	chr7	Uncertain
Jph1	chr1	Uncertain
Jph2	chr2	Uncertain
Jph3	chr8	Uncertain
Jph4	chr14	Uncertain
Jrk	chr15	Uncertain
Jsrp1	chr10	Uncertain
Jtb	chr3	Uncertain
Jub	NA	Uncertain
Jun	chr4	Uncertain
Junb	chr8	Uncertain
Jund	chr8	Uncertain
Jup	chr11	Uncertain
Kalrn	chr16	Uncertain
Kank1	chr19	BAE
Kank2	chr9	Uncertain
Kank3	chr17	Uncertain
Kank4	chr4	Uncertain
Kansl1	chr11	Uncertain
Kansl1l	chr1	Uncertain
Kansl2	chr15	Uncertain
Kansl3	chr1	Uncertain
Kars	chr8	Uncertain
Kat2a	chr11	Uncertain
Kat2b	chr17	Uncertain
Kat5	chr19	Uncertain
Kat6a	chr8	Uncertain
Kat6b	chr14	Uncertain
Kat7	chr11	Uncertain
Kat8	chr7	Uncertain
Katna1	chr10	Uncertain
Katnal1	chr5	Uncertain
Katnal2	chr18	Uncertain
Katnbl1	chr2	Uncertain
Kazald1	chr19	Uncertain
Kazn	chr4	Uncertain
Kbtbd10	NA	Uncertain
Kbtbd11	chr8	Uncertain
Kbtbd2	chr6	Uncertain
Kbtbd3	chr9	Uncertain
Kbtbd4	chr2	Uncertain
Kbtbd7	chr14	Uncertain
Kbtbd8	chr6	Uncertain
Kcmf1	chr6	BAE
Kcna1	NA	Uncertain
Kcna2	NA	Uncertain
Kcna3	chr3	Uncertain
Kcna4	chr2	Uncertain
Kcna5	chr6	Uncertain
Kcna6	NA	Uncertain
Kcna7	chr7	Uncertain
Kcnab1	chr3	Uncertain
Kcnab2	chr4	Uncertain
Kcnab3	chr11	Uncertain
Kcnb1	chr2	Uncertain
Kcnb2	chr1	Uncertain
Kcnc1	NA	Uncertain
Kcnc2	NA	Uncertain
Kcnc3	chr7	Uncertain
Kcnc4	NA	Uncertain
Kcnd1	NA	Uncertain
Kcnd2	NA	Uncertain
Kcnd3	chr3	Uncertain
Kcne1l	NA	Uncertain
Kcne2	chr16	Uncertain
Kcne3	chr7	Uncertain
Kcne4	chr1	Uncertain
Kcnf1	chr12	Uncertain
Kcng1	NA	Uncertain
Kcng2	chr18	Uncertain
Kcng3	chr17	Uncertain
Kcng4	NA	Uncertain
Kcnh1	chr1	Uncertain
Kcnh2	chr5	Uncertain
Kcnh3	NA	Uncertain
Kcnh4	NA	Uncertain
Kcnh5	NA	Uncertain
Kcnh6	NA	Uncertain
Kcnh7	NA	Uncertain
Kcnh8	NA	Uncertain
Kcnip1	NA	Uncertain
Kcnip2	chr19	Uncertain
Kcnip3	chr2	Uncertain
Kcnip4	chr5	BAE
Kcnj10	chr1	Uncertain
Kcnj11	NA	Uncertain
Kcnj12	NA	Uncertain
Kcnj13	chr1	Uncertain
Kcnj14	chr7	Uncertain
Kcnj15	chr16	Uncertain
Kcnj16	NA	Uncertain
Kcnj2	chr11	Uncertain
Kcnj4	chr15	Uncertain
Kcnj9	chr1	Uncertain
Kcnk1	NA	Uncertain
Kcnk10	chr12	Uncertain
Kcnk13	chr12	Uncertain
Kcnk15	chr2	Uncertain
Kcnk2	chr1	Uncertain
Kcnk3	chr5	Uncertain
Kcnk4	chr19	Uncertain
Kcnk41	NA	Uncertain
Kcnk5	chr14	Uncertain
Kcnk6	chr7	Uncertain
Kcnk7	chr19	Uncertain
Kcnma1	chr14	Uncertain
Kcnmb1	chr11	Uncertain
Kcnmb2	chr3	Uncertain
Kcnmb3	NA	Uncertain
Kcnmb4	chr10	Uncertain
Kcnn1	chr8	Uncertain
Kcnn2	NA	Uncertain
Kcnn3	chr3	Uncertain
Kcnn4	chr7	Uncertain
Kcnq1	chr7	Uncertain
Kcnq1ot1	chr7	Uncertain
Kcnq2	NA	Uncertain
Kcnq3	NA	Uncertain
Kcnq4	NA	Uncertain
Kcnq5	chr1	Uncertain
Kcnrg	chr14	Uncertain
Kcns1	NA	Uncertain
Kcns2	chr15	Uncertain
Kcns3	chr12	Uncertain
Kcnt1	chr2	Uncertain
Kcnt2	chr1	Uncertain
Kcnu1	chr8	Uncertain
Kcnv1	NA	Uncertain
Kcnv2	chr19	Uncertain
Kcp	chr6	Uncertain
Kctd1	chr18	Uncertain
Kctd10	chr5	Uncertain
Kctd11	chr11	Uncertain
Kctd12	chr14	Uncertain
Kctd12b	NA	Uncertain
Kctd13	chr7	Uncertain
Kctd14	chr7	Uncertain
Kctd15	chr7	Uncertain
Kctd17	NA	Uncertain
Kctd18	chr1	Uncertain
Kctd19	chr8	Uncertain
Kctd2	chr11	Uncertain
Kctd20	chr17	Uncertain
Kctd21	chr7	Uncertain
Kctd3	chr1	Uncertain
Kctd4	chr14	Uncertain
Kctd5	chr17	BAE
Kctd6	chr14	Uncertain
Kctd7	chr5	Uncertain
Kctd9	chr14	Uncertain
Kdelc1	chr1	Uncertain
Kdelc2	chr9	Uncertain
Kdelr1	chr7	Uncertain
Kdelr2	chr5	Uncertain
Kdelr3	chr15	Uncertain
Kdm1a	chr4	Uncertain
Kdm1b	chr13	BAE
Kdm2a	chr19	Uncertain
Kdm2b	chr5	Uncertain
Kdm3a	chr6	Uncertain
Kdm3b	chr18	Uncertain
Kdm4a	chr4	Uncertain
Kdm4b	chr17	Uncertain
Kdm4c	chr4	Uncertain
Kdm4d	chr9	Uncertain
Kdm5a	chr6	Uncertain
Kdm5b	chr1	Uncertain
Kdm5c	NA	Uncertain
